	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	68	2	8	10	2	1	7740	16	0	13.6061	 	0	0
DL	68	2	46	45	2	1	65349	24	1	13.6061	 	0	0
DL	68	3	8	30	2	1	43566	24	0	17.6749	 	0	3.82286e-09
UL	68	4	7	1	1	1	1640	26	0	20.998 	0	3.08644e-08
DL	68	4	8	5	2	1	7257	24	0	17.5994	 	0	0.460395
UL	68	5	6	1	1	1	1640	26	0	21.6745 	0	3.99343e-10
DL	68	5	8	9	2	1	7837	18	0	17.6214	 	0	0
DL	68	6	6	9	2	1	7837	18	0	17.6214	 	0	0
UL	68	7	7	1	1	1	1640	26	0	21.1656 	0	6.65791e-09
DL	68	7	9	5	2	1	7257	24	0	12.6595	 	1	1
UL	68	8	7	1	1	1	1640	26	0	21.2841 	0	2.13918e-09
DL	68	8	8	6	2	1	7548	22	0	12.7736	 	1	1
DL	68	9	7	60	2	1	21599	24	0	16.4892	 	0	0.000781309
UL	69	0	12	1	1	1	1718	27	0	20.7559 	0	3.50386e-13
DL	69	0	13	55	2	1	14336	24	0	9.76943	 	1	1
DL	69	1	13	5	2	1	7257	24	1	17.6006	 	0	0
DL	69	1	18	91	2	1	13755	18	0	17.6006	 	0	0
DL	69	2	7	6	2	1	7548	22	1	17.6006	 	0	0
DL	69	2	14	91	2	1	13755	18	0	16.7081	 	0	0
UL	69	3	7	1	1	1	1640	26	0	20.0573 	0	4.94943e-06
DL	69	3	9	55	2	1	14336	24	0	16.7081	 	0	3.58981e-06
UL	69	4	8	1	1	1	1640	26	0	21.1716 	0	2.97757e-08
DL	69	4	9	47	2	1	36400	16	0	9.28969	 	0	3.90799e-13
DL	69	4	56	55	2	1	14336	24	1	9.28969	 	0	0
DL	69	5	7	12	2	1	15100	22	0	9.28969	 	1	1
UL	69	6	7	1	1	1	1776	28	0	20.8916 	1	0.999993
DL	69	6	8	5	2	1	7257	24	0	11.5766	 	1	1
UL	69	7	7	1	1	1	1776	28	0	20.5684 	1	1
DL	69	7	8	45	2	1	65349	24	0	10.3438	 	1	1
DL	69	8	9	10	2	1	7740	16	0	17.6339	 	0	0
UL	69	9	7	1	1	1	1640	26	0	21.7216 	0	0
DL	69	9	8	5	2	1	3867	16	0	17.6339	 	0	0
DL	69	9	13	12	2	1	15100	22	1	17.5841	 	0	0
DL	69	9	25	5	2	1	3867	16	0	17.5841	 	0	0
UL	70	0	7	1	1	1	1640	26	0	19.0418 	0	4.75691e-09
DL	70	0	8	5	2	1	7257	24	1	17.5841	 	0	0
DL	70	0	13	10	2	1	7740	16	0	17.7686	 	0	0
UL	70	1	1	1	1	1	1776	28	1	19.0418 	0	0
DL	70	1	9	10	2	1	7740	16	0	17.7686	 	0	0
DL	70	1	46	45	2	1	65349	24	1	16.5172	 	0	0
UL	70	2	1	1	1	1	1776	28	1	21.0728 	0	0
UL	70	2	8	1	1	1	1640	26	0	21.6754 	0	4.32192e-10
DL	70	2	10	5	2	1	7257	24	0	16.5172	 	0	0.000149388
UL	70	3	7	1	1	1	1640	26	0	21.6754 	0	4.32192e-10
DL	70	3	8	5	2	1	7257	24	0	13.046	 	1	1
DL	70	4	6	84	2	1	56453	24	0	13.046	 	1	1
UL	70	5	14	1	1	1	1640	26	0	20.4491 	0	2.71711e-07
DL	70	5	15	74	2	1	41930	24	0	9.83716	 	1	1
DL	70	6	7	74	2	1	41930	24	0	9.83716	 	1	1
DL	70	7	7	5	2	1	7257	24	1	17.5894	 	0	0
DL	70	7	13	50	2	1	43566	18	0	17.5894	 	0	0
UL	70	8	7	1	1	1	1718	27	0	20.867 	0	0.388759
DL	70	8	9	42	2	1	36594	18	0	13.5994	 	0	0
DL	70	8	85	84	2	1	56453	24	1	13.5994	 	0	0
UL	70	9	13	1	1	1	1718	27	0	20.0556 	1	0.897766
DL	70	9	15	52	2	1	32216	14	0	10.7605	 	0	0
DL	70	9	75	74	2	1	41930	24	1	10.7605	 	0	0
DL	71	0	8	47	2	1	29117	14	0	10.7605	 	0	0
DL	71	0	75	74	2	1	41930	24	1	17.7494	 	0	0
UL	71	1	7	1	1	1	1640	26	0	21.0517 	0	6.24666e-09
DL	71	1	8	15	2	1	21780	24	0	17.7494	 	0	1.59727e-11
UL	71	2	14	1	1	1	1640	26	0	20.0505 	0	5.98076e-05
DL	71	2	15	17	2	1	14808	18	0	11.2895	 	0	2.77689e-11
DL	71	3	8	10	2	1	7740	16	0	11.2895	 	0	0
UL	71	4	1	1	1	1	1718	27	1	20.8158 	0	0
UL	71	4	16	1	1	1	1640	26	0	20.4495 	0	4.31436e-07
DL	71	4	18	35	2	1	50826	24	0	10.2673	 	1	1
UL	71	5	7	1	1	1	1640	26	0	20.4495 	0	4.31436e-07
DL	71	5	8	1	2	1	1449	24	0	10.3626	 	1	1
DL	71	6	7	50	2	1	43566	18	0	16.2982	 	0	0
UL	71	7	8	1	1	1	1640	26	0	20.6301 	0	1.04915e-07
DL	71	7	10	1	2	1	865	18	0	13.541	 	0	7.82485e-13
UL	71	8	7	1	1	1	1640	26	0	20.864 	0	0
DL	71	8	9	21	2	1	13006	14	0	17.6385	 	0	0
DL	71	8	36	35	2	1	50826	24	1	17.6385	 	0	0
DL	71	9	7	1	2	1	1449	24	1	17.6385	 	0	0
DL	71	9	8	12	2	1	9289	16	0	17.6385	 	0	0
UL	72	0	7	1	1	1	1640	26	0	21.3985 	0	3.10384e-09
DL	72	0	8	5	2	1	7257	24	0	9.67298	 	1	1
UL	72	1	6	1	1	1	1640	26	0	21.0987 	0	2.62551e-08
DL	72	1	7	9	2	1	7837	18	0	17.6488	 	0	0
DL	72	2	7	5	2	1	7257	24	0	17.5832	 	0	0.0149069
UL	72	3	7	1	1	1	1776	28	0	20.2614 	1	1
DL	72	3	8	5	2	1	7257	24	0	10.2531	 	1	1
UL	72	4	7	1	1	1	1776	28	0	20.8594 	1	1
DL	72	4	8	5	2	1	7257	24	1	12.2936	 	0	0
DL	72	4	13	12	2	1	7431	14	0	12.2936	 	0	0
DL	72	5	7	104	2	1	19963	24	0	17.6117	 	0	5.0993e-05
UL	72	6	12	1	1	1	1640	26	0	21.2689 	0	1.81582e-09
DL	72	6	13	104	2	1	19963	24	0	8.55753	 	1	1
DL	72	7	7	5	2	1	7257	24	1	8.55753	 	0	0
DL	72	7	12	195	2	1	19963	16	0	17.5848	 	0	0
UL	72	8	1	1	1	1	1776	28	1	21.4336 	0	0
DL	72	8	9	130	2	1	35153	16	0	17.5848	 	0	0
UL	72	9	1	1	1	1	1776	28	1	21.4879 	0	0
UL	72	9	8	1	1	1	1640	26	0	20.0306 	0	4.55536e-06
DL	72	9	9	70	2	1	36122	24	0	10.9125	 	1	1
UL	73	0	7	1	1	1	1640	26	0	20.0306 	0	4.55536e-06
DL	73	0	8	97	2	1	60101	14	0	13.6687	 	0	0
DL	73	0	105	104	2	1	19963	24	1	13.6687	 	0	0
DL	73	1	7	15	2	1	21780	24	0	16.4009	 	0	0.00452763
UL	73	2	6	1	1	1	1718	27	0	20.8471 	0	0.275875
DL	73	2	7	10	2	1	14520	24	0	16.5401	 	0	9.54536e-06
UL	73	3	7	1	1	1	1718	27	0	20.7165 	0	3.61178e-12
DL	73	3	8	10	2	1	7740	16	0	12.6345	 	0	0
DL	73	3	71	70	2	1	36122	24	1	12.6345	 	0	0
DL	73	4	8	68	2	1	6881	20	0	17.6261	 	0	0
UL	73	5	15	1	1	1	1640	26	0	21.7477 	0	3.14389e-10
DL	73	5	16	5	2	1	7257	24	0	6.95799	 	1	1
UL	73	6	7	1	1	1	1640	26	0	19.8482 	0	6.68923e-06
DL	73	6	8	50	2	1	7076	24	0	6.95799	 	1	1
DL	73	7	13	75	2	1	65349	18	0	15.6595	 	0	0
DL	73	8	7	1	2	1	1449	24	0	15.6595	 	1	0.783361
UL	73	9	7	1	1	1	1776	28	0	20.6094 	0	0.00495173
DL	73	9	8	5	2	1	7257	24	1	10.2229	 	0	0
DL	73	9	13	139	2	1	20591	14	0	10.2229	 	0	0
UL	74	0	7	1	1	1	1718	27	0	21.2357 	0	0.119089
DL	74	0	9	42	2	1	26019	14	0	12.2646	 	0	0
DL	74	0	51	50	2	1	7076	24	1	12.2646	 	0	0
DL	74	1	15	58	2	1	7461	22	0	17.5831	 	0	0
DL	74	2	7	1	2	1	1449	24	1	17.5831	 	0	0
DL	74	2	8	52	2	1	65446	22	0	17.5831	 	0	0
UL	74	3	7	1	1	1	1640	26	0	21.6084 	0	0
DL	74	3	9	1	2	1	768	16	0	12.2887	 	0	0
UL	74	4	7	1	1	1	1776	28	0	19.5954 	1	1
DL	74	4	8	36	2	1	27879	16	0	9.3635	 	1	1
DL	74	5	7	31	2	1	45018	24	0	17.5907	 	0	0.372398
UL	74	6	8	1	1	1	1640	26	0	19.9969 	0	1.52041e-05
DL	74	6	9	5	2	1	7257	24	0	11.2119	 	1	1
UL	74	7	7	1	1	1	1640	26	0	21.4636 	0	0
DL	74	7	8	7	2	1	7451	20	0	15.9087	 	0	0
DL	74	8	6	31	2	1	19203	14	0	15.9087	 	0	0
DL	74	8	37	36	2	1	27879	16	1	17.5831	 	0	0
DL	74	8	73	165	2	1	36702	14	0	17.5831	 	0	0
UL	74	9	7	1	1	1	1776	28	1	21.181 	0	0
UL	74	9	15	1	1	1	1640	26	0	21.181 	0	5.22188e-09
DL	74	9	16	69	2	1	21307	22	0	17.5831	 	0	0
DL	75	0	7	5	2	1	7257	24	1	17.6784	 	0	0
DL	75	0	13	111	2	1	20435	16	0	17.6784	 	0	0
DL	75	1	8	69	2	1	21307	22	0	16.425	 	0	0
UL	75	2	6	1	1	1	1776	28	0	21.2814 	0	2.52617e-09
DL	75	2	7	41	2	1	59541	24	0	16.425	 	0	0.00160121
UL	75	3	12	1	1	1	1776	28	0	21.3914 	0	5.01793e-10
DL	75	3	13	10	2	1	14520	24	0	10.6857	 	1	1
DL	75	4	7	5	2	1	7257	24	0	10.6857	 	1	1
UL	75	5	7	1	1	1	1640	26	0	21.9469 	0	1.04288e-10
DL	75	5	8	20	2	1	29043	24	0	12.895	 	1	1
UL	75	6	7	1	1	1	1640	26	0	20.6803 	0	1.46414e-07
DL	75	6	8	1	2	1	1449	24	0	11.8643	 	1	1
DL	75	7	6	5	2	1	3867	16	0	11.8643	 	0	0
DL	75	7	11	10	2	1	14520	24	1	17.6336	 	0	0
DL	75	7	21	51	2	1	39498	16	0	17.6336	 	0	0
UL	75	8	11	1	1	1	1776	28	0	19.9159 	1	1
DL	75	8	12	5	2	1	7257	24	1	11.4885	 	0	0
DL	75	8	17	10	2	1	7740	16	0	11.4885	 	0	0
UL	75	9	7	1	1	1	1776	28	0	20.2776 	1	1
DL	75	9	9	9	2	1	7837	18	0	11.4885	 	1	1
DL	75	9	21	20	2	1	29043	24	1	17.6226	 	0	0
DL	76	0	7	1	2	1	1449	24	1	17.6226	 	0	0
DL	76	0	9	10	2	1	7740	16	0	17.6226	 	0	0
UL	76	1	7	1	1	1	1640	26	0	21.0842 	0	2.32218e-08
DL	76	1	8	74	2	1	41930	24	0	9.13766	 	1	1
UL	76	2	12	1	1	1	1640	26	0	21.5105 	0	7.34653e-10
DL	76	2	13	130	2	1	35153	16	0	12.1685	 	0	0
UL	76	3	11	1	1	1	1776	28	1	19.4474 	0	0
DL	76	3	19	9	2	1	7837	18	1	17.5844	 	0	0
DL	76	3	29	65	2	1	28859	24	0	17.5844	 	0	0.152324
UL	76	4	1	1	1	1	1776	28	1	19.4474 	0	0
DL	76	4	8	45	2	1	65349	24	0	17.5844	 	1	0.2964
UL	76	5	7	1	1	1	1640	26	0	20.614 	0	1.01505e-07
DL	76	5	8	67	2	1	41511	14	0	11.2295	 	0	0
DL	76	5	75	74	2	1	41930	24	1	11.2295	 	0	0
DL	76	5	149	38	2	1	23543	14	0	11.2295	 	0	0
UL	76	6	7	1	1	1	1640	26	0	21.7991 	0	0
DL	76	6	8	70	2	1	60993	18	0	11.4067	 	1	1
DL	76	7	7	18	2	1	22651	22	0	17.7044	 	0	0
UL	76	8	8	1	1	1	1718	27	0	20.8588 	0	0.459444
DL	76	8	9	12	2	1	15100	22	0	10.9998	 	1	1
DL	76	8	46	45	2	1	65349	24	1	10.9998	 	0	0
UL	76	9	7	1	1	1	1718	27	0	20.6944 	1	0.581799
DL	76	9	8	10	2	1	7740	16	0	17.6439	 	0	0
DL	77	0	7	64	2	1	49568	16	0	17.6439	 	0	0
DL	77	0	71	70	2	1	60993	18	1	17.5903	 	0	0
UL	77	1	6	1	1	1	1776	28	0	21.3744 	0	1.28259e-09
DL	77	1	7	50	2	1	7076	24	0	17.5903	 	1	0.19537
UL	77	2	7	1	1	1	1776	28	0	19.8219 	1	1
DL	77	2	9	4	2	1	3092	16	0	11.9456	 	0	0
DL	77	2	13	12	2	1	15100	22	1	11.9456	 	0	0
DL	77	2	25	90	2	1	4169	16	0	11.9456	 	0	0
DL	77	3	7	50	2	1	7076	24	0	15.8203	 	1	0.931726
UL	77	4	1	1	1	1	1718	27	1	20.2289 	0	0
UL	77	4	8	1	1	1	1640	26	0	20.1445 	0	5.71328e-06
DL	77	4	9	58	2	1	7461	22	0	8.7685	 	1	1
UL	77	5	7	1	1	1	1640	26	0	20.1445 	0	5.71328e-06
DL	77	5	8	43	2	1	54118	22	0	17.6099	 	0	0
DL	77	5	51	50	2	1	7076	24	1	17.6099	 	0	0
DL	77	6	7	84	2	1	65057	16	0	17.6099	 	0	0
UL	77	7	7	1	1	1	1776	28	1	21.0942 	0	0
UL	77	7	15	1	1	1	1640	26	0	21.0942 	0	0
DL	77	7	17	1	2	1	1254	22	0	11.4372	 	1	1
DL	77	7	51	50	2	1	7076	24	1	11.4372	 	0	0
DL	77	8	8	51	2	1	31597	14	0	17.7646	 	0	0
DL	77	8	59	58	2	1	7461	22	1	17.7646	 	0	0
DL	77	8	117	122	2	1	10057	14	0	17.7646	 	0	0
DL	77	9	8	65	2	1	28859	24	0	16.1521	 	0	0.20611
UL	78	0	8	1	1	1	1640	26	0	21.918 	0	0
DL	78	0	9	63	2	1	25955	24	0	13.1845	 	1	1
UL	78	1	12	1	1	1	1640	26	0	21.84 	0	0
DL	78	1	13	1	2	1	1254	22	1	10.6437	 	0	0
DL	78	1	15	100	2	1	21599	18	0	10.6437	 	1	1
DL	78	2	8	55	2	1	14336	24	0	10.6437	 	1	1
UL	78	3	8	1	1	1	1776	28	0	20.5049 	0	0.0095404
DL	78	3	9	58	2	1	7461	22	0	10.5695	 	1	1
UL	78	4	7	1	1	1	1776	28	0	19.4042 	1	1
DL	78	4	9	55	2	1	47922	18	0	16.8814	 	0	0
DL	78	4	64	63	2	1	25955	24	1	16.8814	 	0	0
DL	78	4	127	20	2	1	17424	18	0	16.8814	 	0	0
DL	78	5	8	1	2	1	768	16	0	16.8814	 	0	0
DL	78	5	101	100	2	1	21599	18	1	15.8058	 	0	0
UL	78	6	11	1	1	1	1776	28	0	19.6685 	1	1
DL	78	6	14	42	2	1	32527	16	0	15.8058	 	0	0
DL	78	6	56	55	2	1	14336	24	1	15.8058	 	0	0
UL	78	7	7	1	1	1	1776	28	0	19.8733 	1	1
DL	78	7	9	50	2	1	38724	16	0	13.3085	 	0	0
DL	78	7	59	58	2	1	7461	22	1	13.3085	 	0	0
DL	78	8	8	45	2	1	65349	24	0	16.3604	 	0	0.0178821
UL	78	9	7	1	1	1	1776	28	1	20.2978 	0	0
UL	78	9	15	1	1	1	1640	26	0	20.2978 	0	1.07436e-06
DL	78	9	16	1	2	1	1254	22	0	11.1771	 	1	1
DL	79	0	12	69	2	1	21307	22	0	11.1771	 	1	1
UL	79	1	11	1	1	1	1776	28	1	20.8691 	0	0
DL	79	1	19	84	2	1	7656	18	0	13.9554	 	0	0
UL	79	2	1	1	1	1	1776	28	1	20.8691 	0	0
DL	79	2	9	45	2	1	65349	24	0	13.9554	 	1	1
UL	79	3	6	1	1	1	1640	26	0	21.0133 	0	0
DL	79	3	7	1	2	1	1254	22	1	10.315	 	0	0
DL	79	3	9	1	2	1	865	18	0	10.315	 	1	1
UL	79	4	7	1	1	1	1640	26	0	21.3227 	0	1.70143e-09
DL	79	4	8	9	2	1	7837	18	0	7.05354	 	1	1
DL	79	4	70	69	2	1	21307	22	1	7.05354	 	0	0
DL	79	5	8	58	2	1	50534	18	0	17.5834	 	0	0
UL	79	6	7	1	1	1	1640	26	0	21.5373 	0	1.42847e-09
DL	79	6	9	9	2	1	7837	18	0	17.722	 	0	0
DL	79	6	46	45	2	1	65349	24	1	17.722	 	0	0
UL	79	7	7	1	1	1	1640	26	0	22.0669 	0	0
DL	79	7	8	1	2	1	865	18	1	17.722	 	0	0
DL	79	7	10	195	2	1	19963	16	0	15.9302	 	0	0
DL	79	8	12	9	2	1	7837	18	1	17.6068	 	0	0
DL	79	8	21	218	2	1	38585	12	0	17.6068	 	0	0
DL	79	9	8	90	2	1	65168	24	0	17.6068	 	0	0.00030366
UL	80	0	7	1	1	1	1718	27	0	20.2818 	1	0.575827
DL	80	0	8	45	2	1	65349	24	0	10.3355	 	1	1
UL	80	1	7	1	1	1	1718	27	0	22.1523 	0	0
DL	80	1	8	52	2	1	65446	22	0	9.12581	 	1	1
DL	80	2	6	40	2	1	58089	24	0	9.12581	 	1	1
UL	80	3	7	1	1	1	1776	28	0	20.25 	1	1
DL	80	3	8	5	2	1	7257	24	0	8.56735	 	1	1
UL	80	4	7	1	1	1	1776	28	0	20.7402 	1	1
DL	80	4	9	37	2	1	28654	16	0	13.3984	 	0	0
DL	80	4	46	45	2	1	65349	24	1	13.3984	 	0	0
DL	80	4	91	37	2	1	28654	16	0	13.3984	 	0	0
UL	80	5	1	1	1	1	1718	27	1	20.7402 	0	0
DL	80	5	8	12	2	1	7431	14	0	17.6962	 	0	0
DL	80	5	53	52	2	1	65446	22	1	17.6962	 	0	0
UL	80	6	6	1	1	1	1776	28	0	20.0454 	1	1
DL	80	6	8	33	2	1	20444	14	0	17.7384	 	0	0
DL	80	6	41	40	2	1	58089	24	1	17.7384	 	0	0
DL	80	6	81	158	2	1	32365	14	0	17.7384	 	0	0
UL	80	7	12	1	1	1	1776	28	0	19.463 	1	1
DL	80	7	13	5	2	1	7257	24	1	11.9018	 	0	0
DL	80	7	19	197	2	1	56530	14	0	11.9018	 	0	0
UL	80	8	1	1	1	1	1776	28	1	19.463 	0	0
DL	80	8	9	83	2	1	6784	18	0	11.9018	 	0	0
UL	80	9	1	1	1	1	1776	28	1	19.3912 	0	0
UL	80	9	8	1	1	1	1640	26	0	20.1163 	0	1.5607e-05
DL	80	9	9	50	2	1	7076	24	0	10.7596	 	1	1
UL	81	0	8	1	1	1	1640	26	0	20.1163 	0	1.5607e-05
DL	81	0	9	45	2	1	65349	24	0	11.7356	 	1	1
UL	81	1	6	1	1	1	1776	28	1	20.3794 	0	0
DL	81	1	15	42	2	1	36594	18	0	17.6633	 	0	0
UL	81	2	7	1	1	1	1776	28	1	20.1595 	0	0
DL	81	2	15	9	2	1	7837	18	0	17.5972	 	0	0
UL	81	3	14	1	1	1	1640	26	0	21.3803 	0	1.10144e-09
DL	81	3	15	36	2	1	27879	16	0	17.7192	 	0	0
DL	81	3	51	50	2	1	7076	24	1	17.7192	 	0	0
DL	81	3	101	1	2	1	768	16	0	17.7192	 	0	0
DL	81	4	14	1	2	1	865	18	0	17.7192	 	0	0
DL	81	4	46	45	2	1	65349	24	1	17.7214	 	0	0
DL	81	5	9	5	2	1	7257	24	0	17.7214	 	0	8.48766e-11
UL	81	6	7	1	1	1	1640	26	0	20.5981 	0	5.42385e-07
DL	81	6	8	6	2	1	7548	22	0	11.3415	 	1	1
UL	81	7	7	1	1	1	1640	26	0	20.322 	0	7.61619e-07
DL	81	7	8	5	2	1	7257	24	0	13.7033	 	1	1
DL	81	8	7	30	2	1	43566	24	0	16.5287	 	0	4.81e-05
UL	81	9	7	1	1	1	1718	27	0	20.8902 	1	0.265101
DL	81	9	8	5	2	1	7257	24	0	12.37	 	1	1
UL	82	0	8	1	1	1	1718	27	0	19.8091 	1	0.958097
DL	82	0	9	6	2	1	7548	22	1	12.8229	 	0	0
DL	82	0	16	9	2	1	7837	18	0	12.8229	 	0	2.79292e-05
DL	82	1	7	5	2	1	7257	24	1	12.8229	 	0	0
DL	82	1	13	9	2	1	7837	18	0	17.7272	 	0	0
UL	82	2	7	1	1	1	1640	26	0	20.6164 	0	5.03296e-08
DL	82	2	8	5	2	1	7257	24	0	17.7272	 	0	4.62808e-11
UL	82	3	7	1	1	1	1640	26	0	21.5951 	0	4.8792e-10
DL	82	3	8	5	2	1	7257	24	1	12.2369	 	0	0
DL	82	3	14	7	2	1	7451	20	0	12.2369	 	1	1
UL	82	4	1	1	1	1	1718	27	1	21.5951 	0	0
DL	82	4	9	9	2	1	7837	18	0	17.6589	 	0	0
UL	82	5	1	1	1	1	1718	27	1	21.1461 	0	0
UL	82	5	9	1	1	1	1640	26	0	22.015 	0	7.27844e-11
DL	82	5	10	5	2	1	7257	24	0	9.45291	 	1	1
UL	82	6	7	1	1	1	1640	26	0	22.015 	0	7.27844e-11
DL	82	6	8	5	2	1	7257	24	0	9.45291	 	1	1
DL	82	7	8	7	2	1	7451	20	1	17.5852	 	0	0
DL	82	7	16	10	2	1	7740	16	0	17.5852	 	0	0
UL	82	8	7	1	1	1	1718	27	0	20.8027 	0	0.403126
DL	82	8	8	5	2	1	7257	24	0	17.5841	 	0	0.00632705
UL	82	9	7	1	1	1	1718	27	0	20.7811 	0	0.225358
DL	82	9	8	5	2	1	7257	24	1	17.8016	 	0	0
DL	82	9	13	12	2	1	7431	14	0	17.8016	 	0	0
DL	83	0	7	5	2	1	7257	24	1	17.8016	 	0	0
DL	83	0	13	12	2	1	7431	14	0	17.5835	 	0	0
UL	83	1	7	1	1	1	1718	27	0	21.5128 	0	0.0665243
DL	83	1	8	5	2	1	7257	24	0	17.5835	 	0	0.00930378
UL	83	2	7	1	1	1	1718	27	0	22.0477 	0	0
DL	83	2	8	5	2	1	7257	24	0	12.7809	 	1	1
DL	83	3	7	5	2	1	7257	24	0	17.5844	 	0	0.00519983
UL	83	4	7	1	1	1	1640	26	0	21.6705 	0	7.56671e-10
DL	83	4	8	5	2	1	7257	24	0	11.1171	 	1	1
UL	83	5	7	1	1	1	1640	26	0	21.042 	0	1.42725e-08
DL	83	5	8	5	2	1	7257	24	0	11.805	 	1	1
DL	83	6	7	5	2	1	7257	24	1	17.7471	 	0	0
DL	83	6	13	9	2	1	7837	18	0	17.7471	 	0	0
UL	83	7	6	1	1	1	1776	28	0	21.0965 	1	0.999974
DL	83	7	7	5	2	1	7257	24	0	17.6832	 	0	3.80194e-09
UL	83	8	7	1	1	1	1776	28	0	21.3033 	1	0.999905
DL	83	8	8	5	2	1	7257	24	1	12.2893	 	0	0
DL	83	8	13	10	2	1	7740	16	0	12.2893	 	0	0
DL	83	9	7	5	2	1	7257	24	1	17.7178	 	0	0
DL	83	9	13	9	2	1	7837	18	0	17.7178	 	0	0
UL	84	0	7	1	1	1	1640	26	0	19.7413 	0	0.000156396
DL	84	0	8	5	2	1	7257	24	0	12.2775	 	1	1
UL	84	1	7	1	1	1	1640	26	0	20.1233 	0	8.64447e-06
DL	84	1	8	79	2	1	49193	24	0	11.6993	 	1	1
UL	84	2	6	1	1	1	1776	28	1	20.2695 	0	0
DL	84	2	14	124	2	1	42510	18	0	17.585	 	0	0
UL	84	3	1	1	1	1	1776	28	1	20.2695 	0	0
DL	84	3	8	45	2	1	65349	24	0	17.585	 	1	0.359893
UL	84	4	7	1	1	1	1640	26	0	21.4443 	0	1.12868e-09
DL	84	4	8	5	2	1	7257	24	1	10.1175	 	0	0
DL	84	4	13	74	2	1	57314	16	0	10.1175	 	1	0.600314
UL	84	5	14	1	1	1	1640	26	0	21.9762 	0	7.7054e-11
DL	84	5	16	64	2	1	49568	16	0	9.83009	 	1	1
DL	84	5	80	79	2	1	49193	24	1	9.83009	 	0	0
DL	84	5	159	1	2	1	768	16	0	9.83009	 	0	0.26264
DL	84	6	9	35	2	1	44049	22	0	9.83009	 	1	1
UL	84	7	7	1	1	1	1640	26	0	19.5399 	0	8.48154e-05
DL	84	7	8	29	2	1	36497	22	0	11.8462	 	1	1
DL	84	7	46	45	2	1	65349	24	1	11.8462	 	0	0
UL	84	8	7	1	1	1	1640	26	0	20.9953 	0	7.21281e-09
DL	84	8	9	47	2	1	29117	14	0	12.58	 	0	0
DL	84	8	75	74	2	1	57314	16	1	12.58	 	0	0
DL	84	9	8	35	2	1	21682	14	0	17.5948	 	0	0
DL	84	9	65	64	2	1	49568	16	1	17.5948	 	0	0
UL	85	0	7	1	1	1	1718	27	0	20.6207 	1	0.535932
DL	85	0	8	24	2	1	14866	14	0	17.5838	 	0	0
DL	85	0	36	35	2	1	44049	22	1	17.5838	 	0	0
UL	85	1	8	1	1	1	1718	27	0	20.2936 	1	0.893318
DL	85	1	10	10	2	1	7740	16	0	11.7743	 	0	0
DL	85	1	30	29	2	1	36497	22	1	11.7743	 	0	0
DL	85	2	14	83	2	1	6784	18	0	17.5995	 	0	0
DL	85	3	7	45	2	1	65349	24	0	17.5995	 	1	0.976461
UL	85	4	7	1	1	1	1640	26	0	20.1023 	0	1.47314e-06
DL	85	4	8	1	2	1	1254	22	0	11.6284	 	1	1
UL	85	5	1	1	1	1	1718	27	1	20.1023 	0	0
UL	85	5	8	1	1	1	1640	26	0	20.9559 	0	9.58045e-09
DL	85	5	10	93	2	1	6492	16	0	13.7919	 	0	0
UL	85	6	1	1	1	1	1718	27	1	20.9559 	0	0
DL	85	6	8	57	2	1	6204	22	0	17.8974	 	0	0
UL	85	7	7	1	1	1	1640	26	0	20.8399 	0	7.93232e-08
DL	85	7	8	38	2	1	47824	22	0	17.7143	 	0	0
DL	85	7	46	45	2	1	65349	24	1	17.7143	 	0	0
DL	85	7	91	14	2	1	17615	22	0	17.7143	 	0	0
UL	85	8	7	1	1	1	1640	26	0	20.1116 	0	1.68044e-06
DL	85	8	8	1	2	1	1254	22	1	17.5973	 	0	0
DL	85	8	10	1	2	1	768	16	0	17.5973	 	0	0
DL	85	9	7	74	2	1	64477	18	0	17.5973	 	0	0
UL	86	0	7	1	1	1	1640	26	0	20.4672 	0	1.41217e-06
DL	86	0	8	5	2	1	7257	24	0	9.98139	 	1	1
UL	86	1	7	1	1	1	1640	26	0	21.72 	0	5.15132e-10
DL	86	1	8	5	2	1	7257	24	0	8.60636	 	1	1
DL	86	2	7	99	2	1	12703	24	0	17.7491	 	0	9.92573e-12
UL	86	3	13	1	1	1	1640	26	0	19.8537 	0	1.81683e-05
DL	86	3	14	99	2	1	12703	24	0	12.0888	 	1	1
DL	86	4	7	5	2	1	7257	24	1	12.0888	 	0	0
DL	86	4	13	225	2	1	8344	14	0	17.7435	 	0	0
DL	86	5	7	5	2	1	7257	24	1	17.7435	 	0	0
DL	86	5	13	226	2	1	8963	14	0	17.6124	 	0	0
UL	86	6	7	1	1	1	1718	27	0	21.6034 	0	0
DL	86	6	8	99	2	1	12703	24	0	17.6124	 	0	2.91698e-05
UL	86	7	7	1	1	1	1718	27	0	21.4468 	0	0
DL	86	7	9	91	2	1	4943	16	0	12.413	 	0	0
DL	86	7	100	99	2	1	12703	24	1	12.413	 	0	0
DL	86	8	15	55	2	1	14336	24	0	17.6004	 	1	0.702157
UL	86	9	7	1	1	1	1640	26	0	20.9559 	0	1.27487e-08
DL	86	9	8	55	2	1	14336	24	0	17.6004	 	1	0.702157
UL	87	0	14	1	1	1	1640	26	0	19.5694 	0	0.000303564
DL	87	0	15	55	2	1	14336	24	0	13.239	 	1	1
DL	87	1	7	91	2	1	13755	18	0	13.239	 	0	0
