	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	105	8	14	1	1	1	1640	26	0	21.4375 	0	7.5347e-10
DL	105	8	15	60	2	1	21599	24	0	9.08261	 	1	1
DL	105	9	8	38	2	1	33107	18	0	9.08261	 	1	1
DL	105	9	46	45	2	1	65349	24	1	17.6074	 	0	0
DL	106	0	14	1	2	1	1449	24	1	17.6074	 	0	0
DL	106	0	15	83	2	1	6784	18	0	17.6074	 	0	0
UL	106	1	14	1	1	1	1640	26	0	20.0807 	0	4.46807e-06
DL	106	1	15	46	2	1	1265	24	0	12.5004	 	1	1
DL	106	2	7	54	2	1	33457	14	0	12.5004	 	0	0
DL	106	2	61	60	2	1	21599	24	1	17.9554	 	0	0
DL	106	2	121	50	2	1	30978	14	0	17.9554	 	0	0
DL	106	3	8	1	2	1	1254	22	0	17.9554	 	0	0
DL	106	3	39	38	2	1	33107	18	1	17.9554	 	0	0
UL	106	4	13	1	1	1	1718	27	0	21.5106 	0	0.0706652
DL	106	4	14	35	2	1	44049	22	0	10.4802	 	1	1
UL	106	5	7	1	1	1	1718	27	0	20.7235 	1	0.501384
DL	106	5	9	38	2	1	29428	16	0	10.4802	 	0	0.00449227
DL	106	5	47	46	2	1	1265	24	1	17.6115	 	0	0
DL	106	5	93	18	2	1	13936	16	0	17.6115	 	0	0
DL	106	6	9	1	2	1	1449	24	0	17.6115	 	0	3.88883e-06
UL	106	7	18	1	1	1	1640	26	0	19.1454 	0	0.00388632
DL	106	7	19	60	2	1	21599	24	0	12.3494	 	1	1
DL	106	8	7	29	2	1	22457	16	0	12.3494	 	0	0
DL	106	8	36	35	2	1	44049	22	1	17.5877	 	0	0
DL	106	9	7	60	2	1	21599	24	0	17.5877	 	1	0.347338
UL	107	0	1	1	1	1	1718	27	1	20.1362 	0	0
UL	107	0	14	1	1	1	1640	26	0	21.1 	0	6.98907e-09
DL	107	0	15	60	2	1	21599	24	0	11.6471	 	1	1
UL	107	1	7	1	1	1	1640	26	0	21.1 	0	6.98907e-09
DL	107	1	9	50	2	1	43566	18	0	11.8962	 	1	1
DL	107	1	61	60	2	1	21599	24	1	11.8962	 	0	0
DL	107	2	20	11	2	1	13839	22	0	17.7434	 	0	0
UL	107	3	7	1	1	1	1640	26	0	19.8912 	0	0.00228129
DL	107	3	9	1	2	1	1254	22	0	17.7434	 	0	0
DL	107	3	61	60	2	1	21599	24	1	17.5954	 	0	0
UL	107	4	8	1	1	1	1640	26	0	21.282 	0	2.24657e-08
DL	107	4	10	37	2	1	28654	16	0	17.5954	 	0	0
DL	107	4	61	60	2	1	21599	24	1	17.6376	 	0	0
DL	107	5	8	1	2	1	768	16	0	17.6376	 	0	0
DL	107	5	51	50	2	1	43566	18	1	17.6376	 	0	0
UL	107	6	7	1	1	1	1640	26	0	21.4162 	0	1.10629e-09
DL	107	6	8	35	2	1	50826	24	0	11.3705	 	1	1
UL	107	7	8	1	1	1	1640	26	0	20.4988 	0	1.40356e-06
DL	107	7	9	35	2	1	44049	22	0	9.07406	 	1	1
DL	107	8	14	1	2	1	1449	24	0	16.1797	 	0	0.011533
DL	107	9	7	84	2	1	56453	24	0	16.1797	 	0	0.119772
UL	108	0	7	1	1	1	1640	26	0	22.1142 	0	0
DL	108	0	9	27	2	1	20908	16	0	11.8704	 	0	0
DL	108	0	36	35	2	1	50826	24	1	11.8704	 	0	0
UL	108	1	13	1	1	1	1718	27	0	19.7638 	1	0.965879
DL	108	1	15	21	2	1	13006	14	0	11.086	 	0	0
DL	108	1	36	35	2	1	44049	22	1	11.086	 	0	0
DL	108	1	71	107	2	1	762	14	0	11.086	 	0	0
DL	108	2	13	55	2	1	14336	24	0	17.6679	 	0	3.79965e-08
UL	108	3	7	1	1	1	1640	26	0	19.9916 	0	3.59483e-05
DL	108	3	9	40	2	1	50343	22	0	17.6679	 	0	0
UL	108	4	7	1	1	1	1640	26	0	20.1236 	0	3.47901e-06
DL	108	4	8	121	2	1	28181	16	0	11.982	 	0	0
DL	108	5	7	121	2	1	28181	16	0	17.6421	 	0	0
UL	108	6	13	1	1	1	1718	27	1	19.3663 	0	0
UL	108	6	21	1	1	1	1640	26	0	19.3663 	0	0.000282917
DL	108	6	22	35	2	1	50826	24	0	9.8232	 	1	1
DL	108	7	20	1	2	1	1449	24	0	16.2604	 	0	0.00350866
DL	108	8	14	66	2	1	57505	18	0	16.2604	 	0	0
DL	108	9	8	1	2	1	1449	24	0	17.7485	 	0	1.19549e-12
UL	109	0	6	1	1	1	1640	26	0	20.6253 	0	1.0822e-06
DL	109	0	8	28	2	1	17346	14	0	17.6909	 	0	0
DL	109	0	36	35	2	1	50826	24	1	17.6909	 	0	0
DL	109	0	71	65	2	1	40273	14	0	17.6909	 	0	0
UL	109	1	8	1	1	1	1640	26	0	21.288 	0	4.65655e-09
DL	109	1	9	1	2	1	1449	24	0	9.72994	 	1	1
DL	109	2	7	46	2	1	57894	22	0	9.72994	 	1	1
UL	109	3	7	1	1	1	1640	26	0	20.9559 	0	0
DL	109	3	8	5	2	1	7257	24	0	10.6582	 	1	1
UL	109	4	6	1	1	1	1640	26	0	20.2195 	0	0
DL	109	4	7	84	2	1	56453	24	0	17.7071	 	0	6.46059e-10
DL	109	5	12	1	2	1	1449	24	1	17.5851	 	0	0
DL	109	5	13	197	2	1	56530	14	0	17.5851	 	0	0
DL	109	6	8	39	2	1	24162	14	0	17.5851	 	0	0
DL	109	6	47	46	2	1	57894	22	1	17.5856	 	0	0
DL	109	6	93	66	2	1	40892	14	0	17.5856	 	0	0
UL	109	7	7	1	1	1	1640	26	0	21.6908 	0	4.31989e-10
DL	109	7	8	5	2	1	7257	24	1	17.5856	 	0	0
DL	109	7	14	84	2	1	65057	16	0	17.5856	 	0	0
UL	109	8	7	1	1	1	1776	28	0	20.8446 	1	0.999999
DL	109	8	8	5	2	1	7257	24	0	11.3796	 	1	1
DL	109	9	12	20	2	1	29043	24	0	17.5997	 	1	0.458468
DL	110	0	7	1	2	1	1449	24	0	17.5997	 	1	0.116511
UL	110	1	7	1	1	1	1776	28	0	20.2641 	1	1
DL	110	1	8	65	2	1	28859	24	0	6.92623	 	1	1
UL	110	2	7	1	1	1	1718	27	0	21.8997 	0	0.0354719
DL	110	2	8	5	2	1	7257	24	1	14.2783	 	0	0
DL	110	2	13	121	2	1	28181	16	0	14.2783	 	0	0
UL	110	3	1	1	1	1	1776	28	1	21.8997 	0	0
DL	110	3	8	13	2	1	16357	22	0	16.8914	 	0	0
DL	110	3	21	20	2	1	29043	24	1	16.8914	 	0	0
DL	110	3	41	61	2	1	11237	22	0	16.8914	 	0	0
UL	110	4	7	1	1	1	1640	26	0	20.8825 	0	1.71137e-07
DL	110	4	8	1	2	1	1449	24	1	16.0875	 	0	0
DL	110	4	9	23	2	1	28945	22	0	16.0875	 	0	0
UL	110	5	7	1	1	1	1640	26	0	21.0477 	0	1.35773e-08
DL	110	5	8	1	2	1	476	12	0	17.5885	 	0	0
DL	110	5	66	65	2	1	28859	24	1	17.5885	 	0	0
UL	110	6	1	1	1	1	1776	28	1	21.0477 	0	0
DL	110	6	9	61	2	1	64963	20	0	17.7057	 	0	0
UL	110	7	7	1	1	1	1718	27	0	21.8925 	0	0
DL	110	7	8	5	2	1	7257	24	0	17.7057	 	0	3.80513e-10
UL	110	8	7	1	1	1	1718	27	0	20.7271 	1	0.61494
DL	110	8	8	6	2	1	7548	22	0	11.1428	 	1	1
DL	110	9	7	6	2	1	7548	22	0	17.5834	 	0	0
UL	111	0	7	1	1	1	1640	26	0	21.5872 	0	8.15196e-10
DL	111	0	8	5	2	1	7257	24	0	11.7197	 	1	1
UL	111	1	6	1	1	1	1640	26	0	19.926 	0	0.000105712
DL	111	1	7	5	2	1	7257	24	0	17.6459	 	0	2.31378e-07
DL	111	2	6	1	2	1	768	16	0	17.6459	 	0	0
DL	111	2	7	6	2	1	7548	22	1	17.7241	 	0	0
DL	111	2	13	9	2	1	6965	16	0	17.7241	 	0	0
UL	111	3	1	1	1	1	1718	27	1	20.9881 	0	0
UL	111	3	8	1	1	1	1640	26	0	19.2895 	0	0.00169414
DL	111	3	9	5	2	1	7257	24	0	12.3797	 	1	1
UL	111	4	7	1	1	1	1640	26	0	19.2895 	0	0.00169414
DL	111	4	8	5	2	1	7257	24	1	16.3101	 	0	0
DL	111	4	14	10	2	1	7740	16	0	16.3101	 	0	0
DL	111	5	7	84	2	1	56453	24	0	16.3101	 	0	0.0153739
UL	111	6	13	1	1	1	1640	26	0	18.9334 	0	0.0121301
DL	111	6	14	35	2	1	50826	24	0	9.37848	 	1	1
DL	111	7	12	5	2	1	7257	24	1	9.37848	 	0	0
DL	111	7	17	56	2	1	43371	16	0	15.8965	 	0	0
DL	111	8	14	25	2	1	36303	24	0	15.8965	 	1	0.998911
DL	111	9	14	20	2	1	29043	24	0	17.8519	 	0	0
DL	112	0	8	28	2	1	17346	14	0	17.8519	 	0	0
DL	112	0	36	35	2	1	50826	24	1	16.1668	 	0	0
DL	112	0	71	7	2	1	4333	14	0	16.1668	 	0	0
UL	112	1	8	1	1	1	1640	26	0	20.0058 	0	1.40566e-05
DL	112	1	10	17	2	1	21394	22	0	16.1668	 	0	0
UL	112	2	6	1	1	1	1640	26	0	21.9712 	0	0
DL	112	2	7	12	2	1	15100	22	0	13.5946	 	1	1
DL	112	2	26	25	2	1	36303	24	1	13.5946	 	0	0
DL	112	3	7	5	2	1	7257	24	0	17.6738	 	0	1.07591e-08
UL	112	4	8	1	1	1	1640	26	0	19.9781 	0	9.13698e-05
DL	112	4	9	50	2	1	7076	24	0	12.8503	 	1	1
UL	112	5	6	1	1	1	1640	26	0	19.7825 	0	4.03195e-05
DL	112	5	7	50	2	1	7076	24	0	12.8503	 	1	1
DL	112	6	9	4	2	1	3481	18	0	17.6108	 	0	0
DL	112	6	13	12	2	1	15100	22	1	17.6108	 	0	0
DL	112	6	25	79	2	1	3300	18	0	17.6108	 	0	0
UL	112	7	6	1	1	1	1776	28	0	21.1298 	0	1.20852e-06
DL	112	7	7	45	2	1	65349	24	0	17.6108	 	0	0.000117936
UL	112	8	14	1	1	1	1776	28	0	19.9573 	1	1
DL	112	8	16	1	2	1	865	18	0	11.8427	 	1	0.93467
DL	112	8	51	50	2	1	7076	24	1	11.8427	 	0	0
DL	112	9	9	42	2	1	36594	18	0	11.8427	 	1	1
DL	112	9	51	50	2	1	7076	24	1	17.605	 	0	0
UL	113	0	13	1	1	1	1640	26	0	20.3414 	0	5.44407e-07
DL	113	0	15	55	2	1	14336	24	0	17.605	 	1	0.81673
DL	113	1	7	50	2	1	7076	24	0	15.6328	 	1	0.999863
DL	113	2	12	1	2	1	865	18	1	17.7755	 	0	0
DL	113	2	15	89	2	1	3394	16	0	17.7755	 	0	0
UL	113	3	1	1	1	1	1776	28	1	21.7946 	0	0
DL	113	3	10	33	2	1	41530	22	0	17.7755	 	0	0
DL	113	3	43	42	2	1	36594	18	1	17.6149	 	0	0
DL	113	3	85	19	2	1	23909	22	0	17.6149	 	0	0
UL	113	4	8	1	1	1	1640	26	0	21.797 	0	1.90056e-10
DL	113	4	9	1	2	1	1254	22	0	17.6149	 	0	0
DL	113	4	56	55	2	1	14336	24	1	17.8074	 	0	0
UL	113	5	7	1	1	1	1640	26	0	20.215 	0	1.66011e-06
DL	113	5	9	23	2	1	28945	22	0	17.8074	 	0	0
DL	113	5	51	50	2	1	7076	24	1	17.8074	 	0	0
DL	113	6	7	30	2	1	43566	24	0	15.633	 	1	1
UL	113	7	7	1	1	1	1640	26	0	19.5379 	0	0.000134858
DL	113	7	8	5	2	1	7257	24	0	11.6597	 	1	1
UL	113	8	7	1	1	1	1640	26	0	21.6265 	0	0
DL	113	8	8	5	2	1	7257	24	0	8.02626	 	1	1
DL	113	9	7	5	2	1	7257	24	0	17.6208	 	0	5.44548e-06
UL	114	0	13	1	1	1	1640	26	0	20.3102 	0	5.76035e-06
DL	114	0	15	6	2	1	7548	22	0	9.68892	 	1	1
DL	114	0	31	30	2	1	43566	24	1	9.68892	 	0	0
UL	114	1	7	1	1	1	1640	26	0	21.3631 	0	2.23994e-09
DL	114	1	8	5	2	1	7257	24	1	9.68892	 	0	0
DL	114	1	14	116	2	1	35538	18	0	16.5387	 	0	0
DL	114	2	14	5	2	1	7257	24	1	15.9041	 	0	0
DL	114	2	20	162	2	1	34841	14	0	15.9041	 	0	0
DL	114	3	6	50	2	1	7076	24	0	15.9041	 	1	0.73778
UL	114	4	7	1	1	1	1776	28	0	22.0857 	0	3.86358e-14
DL	114	4	8	6	2	1	7548	22	1	11.8155	 	0	0
DL	114	4	14	116	2	1	6340	14	0	11.8155	 	0	0
UL	114	5	8	1	1	1	1640	26	0	20.5528 	0	2.28579e-07
DL	114	5	10	50	2	1	7076	24	0	13.7827	 	1	1
DL	114	6	7	57	2	1	6204	22	0	13.7827	 	1	1
UL	114	7	7	1	1	1	1640	26	0	20.5245 	0	3.66844e-07
DL	114	7	8	43	2	1	54118	22	0	11.3299	 	1	1
DL	114	7	51	50	2	1	7076	24	1	11.3299	 	0	0
UL	114	8	12	1	1	1	1640	26	0	21.3464 	0	1.89065e-09
DL	114	8	14	83	2	1	6784	18	0	12.3885	 	0	0
DL	114	9	7	44	2	1	38335	18	0	12.3885	 	0	0
DL	114	9	51	50	2	1	7076	24	1	17.5852	 	0	0
UL	115	0	7	1	1	1	1640	26	0	18.6632 	0	0.0422742
DL	115	0	8	33	2	1	28751	18	0	17.5852	 	0	0
DL	115	0	58	57	2	1	6204	22	1	17.583	 	0	0
UL	115	1	8	1	1	1	1640	26	0	21.2514 	0	3.2452e-09
DL	115	1	10	28	2	1	21682	16	0	17.583	 	0	0
DL	115	1	44	43	2	1	54118	22	1	17.583	 	0	0
DL	115	2	8	17	2	1	14808	18	0	15.8387	 	0	0
UL	115	3	7	1	1	1	1718	27	0	19.0619 	1	0.99961
DL	115	3	8	5	2	1	7257	24	0	17.6067	 	0	4.02678e-05
UL	115	4	12	1	1	1	1718	27	0	19.5811 	1	0.983095
DL	115	4	13	60	2	1	21599	24	0	10.1272	 	1	1
DL	115	5	14	45	2	1	65349	24	0	17.9066	 	0	0
DL	115	6	7	1	2	1	1254	22	0	17.9066	 	0	0
UL	115	7	7	1	1	1	1640	26	0	19.7203 	0	2.78005e-05
DL	115	7	8	60	2	1	21599	24	0	8.69217	 	1	1
UL	115	8	7	1	1	1	1718	27	1	19.5713 	0	0
UL	115	8	15	1	1	1	1640	26	0	19.5713 	0	0.000101344
DL	115	8	16	45	2	1	27879	14	0	10.2537	 	0	0
DL	115	8	61	60	2	1	21599	24	1	10.2537	 	0	0
DL	115	8	121	59	2	1	36555	14	0	10.2537	 	0	0
UL	115	9	7	1	1	1	1718	27	1	21.8595 	0	0
DL	115	9	15	1	2	1	1449	24	0	10.2554	 	1	1
UL	116	0	8	1	1	1	1640	26	0	20.338 	0	7.24402e-06
DL	116	0	9	20	2	1	29043	24	0	11.4744	 	1	1
UL	116	1	7	1	1	1	1640	26	0	20.308 	0	7.84339e-07
DL	116	1	8	1	2	1	768	16	0	17.6119	 	0	0
DL	116	1	61	60	2	1	21599	24	1	17.6119	 	0	0
DL	116	2	15	10	2	1	7740	16	0	17.5972	 	0	0
DL	116	3	8	1	2	1	1449	24	1	17.5972	 	0	0
DL	116	3	9	28	2	1	21682	16	0	17.5972	 	0	0
UL	116	4	7	1	1	1	1640	26	0	21.4152 	0	0
DL	116	4	8	1	2	1	768	16	0	13.2139	 	0	0
DL	116	4	21	20	2	1	29043	24	1	13.2139	 	0	0
UL	116	5	7	1	1	1	1640	26	0	20.9459 	0	8.1613e-08
DL	116	5	9	99	2	1	12703	24	0	12.5145	 	1	1
DL	116	6	13	99	2	1	12703	24	0	17.5875	 	0	0.209527
DL	116	7	8	84	2	1	56453	24	0	17.5875	 	0	0.280621
UL	116	8	7	1	1	1	1640	26	0	20.2475 	0	7.57665e-06
DL	116	8	8	140	2	1	56453	18	0	13.651	 	0	0
UL	116	9	6	1	1	1	1776	28	0	20.4897 	1	1
DL	116	9	8	91	2	1	13755	18	0	17.5836	 	0	0
DL	116	9	100	99	2	1	12703	24	1	17.5836	 	0	0
DL	117	0	7	63	2	1	13755	22	0	17.5836	 	0	0
UL	117	1	7	1	1	1	1640	26	0	21.677 	0	7.6507e-10
DL	117	1	8	46	2	1	57894	22	0	11.7072	 	1	1
UL	117	2	7	1	1	1	1640	26	0	22.4555 	0	8.51585e-12
DL	117	2	9	33	2	1	28751	18	0	8.92143	 	1	1
DL	117	3	7	20	2	1	29043	24	0	15.6644	 	1	1
UL	117	4	6	1	1	1	1776	28	1	21.8441 	0	0
UL	117	4	13	1	1	1	1640	26	0	21.8441 	0	2.82791e-10
DL	117	4	14	15	2	1	21780	24	0	9.32859	 	1	1
DL	117	5	8	1	2	1	768	16	0	9.32859	 	1	0.973631
DL	117	5	47	46	2	1	57894	22	1	15.6939	 	0	0
DL	117	6	9	25	2	1	15486	14	0	15.6939	 	0	0
DL	117	6	34	33	2	1	28751	18	1	15.6939	 	0	0
DL	117	6	67	114	2	1	5099	14	0	17.5841	 	0	0
UL	117	7	7	1	1	1	1718	27	0	20.0732 	0	0.898679
DL	117	7	8	13	2	1	16357	22	0	17.5841	 	0	0
DL	117	7	21	20	2	1	29043	24	1	17.5841	 	0	0
DL	117	7	41	39	2	1	49082	22	0	17.5841	 	0	0
UL	117	8	7	1	1	1	1718	27	0	20.7716 	0	0.36921
DL	117	8	9	7	2	1	4333	14	0	11.6284	 	0	0
DL	117	8	16	15	2	1	21780	24	1	11.6284	 	0	0
DL	117	8	31	63	2	1	39032	14	0	11.6284	 	0	0
DL	117	9	7	1	2	1	768	16	1	17.5857	 	0	0
DL	117	9	10	6	2	1	7548	22	0	17.5857	 	0	0
UL	118	0	6	1	1	1	1718	27	0	21.4032 	1	0.0936436
DL	118	0	7	6	2	1	7548	22	0	17.6268	 	0	0
UL	118	1	7	1	1	1	1718	27	0	21.0259 	0	0.32773
DL	118	1	8	6	2	1	7548	22	0	12.3123	 	1	1
DL	118	2	9	10	2	1	7740	16	0	17.6102	 	0	0
UL	118	3	13	1	1	1	1640	26	0	20.4156 	0	5.73605e-06
DL	118	3	14	109	2	1	27226	24	0	8.66593	 	1	1
UL	118	4	14	1	1	1	1640	26	0	20.2262 	0	6.61711e-06
DL	118	4	15	95	2	1	6892	24	0	10.7449	 	1	1
UL	118	5	6	1	1	1	1718	27	1	19.6138 	0	0
DL	118	5	13	6	2	1	7548	22	1	10.7449	 	0	0
DL	118	5	19	177	2	1	6020	16	0	17.5932	 	0	0
DL	118	6	8	95	2	1	6892	24	0	17.5932	 	0	0.273773
UL	118	7	6	1	1	1	1640	26	0	21.4816 	0	9.53609e-10
DL	118	7	7	35	2	1	21682	14	0	12.9688	 	0	0
DL	118	7	110	109	2	1	27226	24	1	12.9688	 	0	0
UL	118	8	7	1	1	1	1640	26	0	21.332 	0	3.43297e-09
DL	118	8	9	19	2	1	14711	16	0	12.6151	 	0	0
DL	118	8	96	95	2	1	6892	24	1	12.6151	 	0	0
DL	118	9	7	6	2	1	7548	22	0	17.6171	 	0	0
UL	119	0	7	1	1	1	1640	26	0	21.214 	0	3.53545e-09
DL	119	0	8	46	2	1	57894	22	0	10.6465	 	1	1
UL	119	1	7	1	1	1	1640	26	0	20.9864 	0	1.36723e-08
DL	119	1	8	1	2	1	865	18	0	10.1678	 	1	1
DL	119	2	13	83	2	1	6784	18	0	17.6685	 	0	0
DL	119	3	7	57	2	1	6204	22	0	17.6685	 	0	0
UL	119	4	14	1	1	1	1640	26	0	20.886 	0	1.49489e-08
DL	119	4	15	32	2	1	24781	16	0	13.4622	 	0	0
DL	119	4	47	46	2	1	57894	22	1	13.4622	 	0	0
DL	119	4	93	42	2	1	32527	16	0	13.4622	 	0	0
DL	119	5	7	1	2	1	865	18	1	13.4622	 	0	0
DL	119	5	9	1	2	1	619	14	0	13.4622	 	0	0
DL	119	6	8	10	2	1	14520	24	0	17.7775	 	0	4.31877e-14
UL	119	7	7	1	1	1	1640	26	0	20.1665 	0	1.72407e-06
DL	119	7	8	1	2	1	1449	24	0	17.635	 	0	1.7345e-07
UL	119	8	14	1	1	1	1640	26	0	20.2057 	0	1.74046e-06
DL	119	8	15	33	2	1	28751	18	0	11.3591	 	0	3.09663e-12
DL	119	9	7	1	2	1	865	18	0	11.3591	 	0	4.35718e-10
