Rx	0.503317	1024
Rx	0.503512	1024
Rx	0.503608	1024
Rx	0.503708	1024
Rx	0.503908	1024
Rx	0.504108	1024
Rx	0.504308	1024
Rx	0.504508	1024
Rx	0.504708	1024
Rx	0.504908	1024
Rx	0.505708	1024
Rx	0.505912	1024
Rx	0.506112	1024
Rx	0.506112	1024
Rx	0.506112	1024
Rx	0.506708	1024
Rx	0.506908	1024
Rx	0.507117	1024
Rx	0.507117	1024
Rx	0.507517	1024
Rx	0.507517	1024
Rx	0.507517	1024
Rx	0.507517	1024
Rx	0.507708	1024
Rx	0.507908	1024
Rx	0.508108	1024
Rx	0.508312	1024
Rx	0.508508	1024
Rx	0.508708	1024
Rx	0.508908	1024
Rx	0.509108	1024
Rx	0.509308	1024
Rx	0.509512	1024
Rx	0.509708	1024
Rx	0.509908	1024
Rx	0.510108	1024
Rx	0.510908	1024
Rx	0.511112	1024
Rx	0.511317	1024
Rx	0.511317	1024
Rx	0.511317	1024
Rx	0.511317	1024
Rx	0.511508	1024
Rx	0.511708	1024
Rx	0.511908	1024
Rx	0.512108	1024
Rx	0.512908	1024
Rx	0.513108	1024
Rx	0.513312	1024
Rx	0.513312	1024
Rx	0.513312	1024
Rx	0.513908	1024
Rx	0.514108	1024
Rx	0.514317	1024
Rx	0.514317	1024
Rx	0.514317	1024
Rx	0.514317	1024
Rx	0.514508	1024
Rx	0.514712	1024
Rx	0.514908	1024
Rx	0.515108	1024
Rx	0.515308	1024
Rx	0.515508	1024
Rx	0.515708	1024
Rx	0.515912	1024
Rx	0.516108	1024
Rx	0.516308	1024
Rx	0.516508	1024
Rx	0.516708	1024
Rx	0.516908	1024
Rx	0.517112	1024
Rx	0.517308	1024
Rx	0.518108	1024
Rx	0.518312	1024
Rx	0.518517	1024
Rx	0.518517	1024
Rx	0.518517	1024
Rx	0.518517	1024
Rx	0.518708	1024
Rx	0.518908	1024
Rx	0.519108	1024
Rx	0.519308	1024
Rx	0.519512	1024
Rx	0.519708	1024
Rx	0.519908	1024
Rx	0.520108	1024
Rx	0.520308	1024
Rx	0.521108	1024
Rx	0.521308	1024
Rx	0.521512	1024
Rx	0.521512	1024
Rx	0.521512	1024
Rx	0.522108	1024
Rx	0.522308	1024
Rx	0.522521	1024
Rx	0.522521	1024
Rx	0.522521	1024
Rx	0.522521	1024
Rx	0.522708	1024
Rx	0.522908	1024
Rx	0.523108	1024
Rx	0.523308	1024
Rx	0.523508	1024
Rx	0.524912	1024
Rx	0.525108	1024
Rx	0.525325	1024
Rx	0.525325	1024
Rx	0.525325	1024
Rx	0.525325	1024
Rx	0.525325	1024
Rx	0.525325	1024
Rx	0.525325	1024
