0	115	115	5	119.677	77.3446	1.75	1
0	57.5	115	5	119.677	77.3446	1.75	0
0	172.5	115	5	119.677	77.3446	1.75	0
0	115	57.5	5	119.677	77.3446	1.75	1
0	115	172.5	5	119.677	77.3446	1.75	1
0	115	115	5	114.788	128.3	1.75	1
0	57.5	115	5	114.788	128.3	1.75	0
0	172.5	115	5	114.788	128.3	1.75	0
0	115	57.5	5	114.788	128.3	1.75	1
0	115	172.5	5	114.788	128.3	1.75	1
0	115	115	5	57.5	115	5	1
0	57.5	115	5	57.5	115	5	1
0	172.5	115	5	57.5	115	5	1
0	115	57.5	5	57.5	115	5	0
0	115	172.5	5	57.5	115	5	0
0	115	115	5	172.5	115	5	1
0	57.5	115	5	172.5	115	5	1
0	172.5	115	5	172.5	115	5	1
0	115	57.5	5	172.5	115	5	0
0	115	172.5	5	172.5	115	5	0
0	115	115	5	115	57.5	5	1
0	57.5	115	5	115	57.5	5	0
0	172.5	115	5	115	57.5	5	0
0	115	57.5	5	115	57.5	5	1
0	115	172.5	5	115	57.5	5	1
0	115	115	5	115	172.5	5	1
0	57.5	115	5	115	172.5	5	0
0	172.5	115	5	115	172.5	5	0
0	115	57.5	5	115	172.5	5	1
0	115	172.5	5	115	172.5	5	1
0	115	115	5	57.5	115	5	1
0	115	115	5	57.5	115	5	1
0	115	115	5	172.5	115	5	1
0	115	115	5	172.5	115	5	1
0	115	115	5	115	57.5	5	1
0	115	115	5	115	57.5	5	1
0	115	115	5	115	172.5	5	1
0	115	115	5	115	172.5	5	1
0	57.5	115	5	57.5	115	5	1
0	57.5	115	5	172.5	115	5	1
0	57.5	115	5	172.5	115	5	1
0	57.5	115	5	115	57.5	5	0
0	57.5	115	5	115	57.5	5	0
0	57.5	115	5	115	172.5	5	0
0	57.5	115	5	115	172.5	5	0
0	172.5	115	5	57.5	115	5	1
0	115	57.5	5	57.5	115	5	0
0	115	172.5	5	57.5	115	5	0
0	172.5	115	5	57.5	115	5	1
0	172.5	115	5	57.5	115	5	1
0	172.5	115	5	172.5	115	5	1
0	172.5	115	5	115	57.5	5	0
0	172.5	115	5	115	57.5	5	0
0	172.5	115	5	115	172.5	5	0
0	172.5	115	5	115	172.5	5	0
0	57.5	115	5	172.5	115	5	1
0	115	57.5	5	172.5	115	5	0
0	115	172.5	5	172.5	115	5	0
0	115	57.5	5	57.5	115	5	0
0	115	57.5	5	57.5	115	5	0
0	115	57.5	5	172.5	115	5	0
0	115	57.5	5	172.5	115	5	0
0	115	57.5	5	115	57.5	5	1
0	115	57.5	5	115	172.5	5	1
0	115	57.5	5	115	172.5	5	1
0	57.5	115	5	115	57.5	5	0
0	172.5	115	5	115	57.5	5	0
0	115	172.5	5	115	57.5	5	1
0	115	172.5	5	57.5	115	5	0
0	115	172.5	5	57.5	115	5	0
0	115	172.5	5	172.5	115	5	0
0	115	172.5	5	172.5	115	5	0
0	115	172.5	5	115	57.5	5	1
0	115	172.5	5	115	57.5	5	1
0	115	172.5	5	115	172.5	5	1
0	57.5	115	5	115	172.5	5	0
0	172.5	115	5	115	172.5	5	0
0	115	57.5	5	115	172.5	5	1
