0.529408	0	0.029
0.553808	0.029	0.028375
0.578308	0.028375	0.0279531
0.603308	0.0279531	0.027584
0.627708	0.027584	0.030261
0.627708	0.030261	0.0294784
0.652208	0.0294784	0.0289186
0.652208	0.0289186	0.0284287
0.658808	0.0284287	0.0287502
0.676708	0.0287502	0.0281564
0.676708	0.0281564	0.0276368
0.682908	0.0276368	0.0279322
0.684508	0.0279322	0.0276907
0.701108	0.0276907	0.0296044
0.701108	0.0296044	0.0290288
0.701208	0.0290288	0.0285252
0.712908	0.0285252	0.0294596
0.712908	0.0294596	0.0295271
0.713908	0.0295271	0.0294612
0.726008	0.0294612	0.0310286
0.726008	0.0310286	0.030275
0.726009	0.030275	0.0296156
0.726108	0.0296156	0.0290387
0.728008	0.0290387	0.0287838
0.737708	0.0287838	0.0283109
0.737708	0.0283109	0.027897
0.737709	0.027897	0.0275349
0.738313	0.0275349	0.027218
0.750408	0.027218	0.0284408
0.750408	0.0284408	0.0278857
0.750409	0.0278857	0.0274
0.750409	0.0274	0.026975
0.750409	0.026975	0.0266031
0.750409	0.0266031	0.0262777
0.752808	0.0262777	0.026243
0.752808	0.026243	0.0259626
0.762508	0.0259626	0.0258423
0.762508	0.0258423	0.025737
0.762509	0.025737	0.0256449
0.762608	0.0256449	0.0255643
0.762608	0.0255643	0.0254937
0.762609	0.0254937	0.025307
0.775308	0.025307	0.0252686
0.775308	0.0252686	0.0252351
0.775309	0.0252351	0.0252057
0.775309	0.0252057	0.02518
0.775309	0.02518	0.0251575
0.775309	0.0251575	0.0251378
0.775309	0.0251378	0.0251206
0.775309	0.0251206	0.0251055
0.777608	0.0251055	0.0253423
0.777608	0.0253423	0.0252995
0.777609	0.0252995	0.0252621
0.777609	0.0252621	0.0252293
0.787608	0.0252293	0.0252007
0.787608	0.0252007	0.0251756
0.787609	0.0251756	0.0251536
0.787609	0.0251536	0.0251344
0.787609	0.0251344	0.0251176
0.787609	0.0251176	0.0251029
0.787609	0.0251029	0.02509
0.787609	0.02509	0.0250788
0.788608	0.0250788	0.0251939
0.800908	0.0251939	0.0251697
0.800908	0.0251697	0.0251485
0.800909	0.0251485	0.0251299
0.800909	0.0251299	0.0251137
0.800909	0.0251137	0.0250995
0.800909	0.0250995	0.025087
0.800909	0.025087	0.0250762
0.800909	0.0250762	0.0250666
0.800909	0.0250666	0.0250583
0.800909	0.0250583	0.025051
0.800909	0.025051	0.0250446
0.802908	0.0250446	0.0252891
0.802908	0.0252891	0.0252529
0.802909	0.0252529	0.0252213
0.802909	0.0252213	0.0251936
0.802909	0.0251936	0.0251694
0.802909	0.0251694	0.0251483
0.803008	0.0251483	0.0252547
0.813008	0.0252547	0.0253479
0.813008	0.0253479	0.0254294
0.813009	0.0254294	0.0255007
0.813009	0.0255007	0.0255631
0.813009	0.0255631	0.0256177
0.813009	0.0256177	0.0256655
0.813009	0.0256655	0.0257073
0.813009	0.0257073	0.0257439
0.813009	0.0257439	0.0257759
0.813009	0.0257759	0.0258039
0.813009	0.0258039	0.0258284
0.813009	0.0258284	0.0258499
0.813009	0.0258499	0.0257437
0.825908	0.0257437	0.0271507
0.825908	0.0271507	0.0268819
0.825909	0.0268819	0.0266466
0.826008	0.0266466	0.0265658
0.826154	0.0265658	0.0264951
0.826217	0.0264951	0.0264332
0.826217	0.0264332	0.026379
0.826217	0.026379	0.0263317
0.826217	0.0263317	0.0262902
0.826217	0.0262902	0.0262539
0.826217	0.0262539	0.0262222
0.826217	0.0262222	0.0261944
0.826217	0.0261944	0.0261701
0.826217	0.0261701	0.0261488
0.826217	0.0261488	0.0261302
0.826217	0.0261302	0.026114
0.829308	0.026114	0.0264747
0.829308	0.0264747	0.0265404
0.829309	0.0265404	0.0265978
0.829309	0.0265978	0.0266481
0.829309	0.0266481	0.0266921
0.829309	0.0266921	0.0267306
0.829309	0.0267306	0.0267643
0.829309	0.0267643	0.0267937
0.829309	0.0267937	0.0268195
0.829309	0.0268195	0.0268421
0.829309	0.0268421	0.0267368
0.838008	0.0267368	0.0277697
0.838008	0.0277697	0.0274235
0.838009	0.0274235	0.0271206
0.838009	0.0271206	0.0268555
0.838009	0.0268555	0.0266235
0.838009	0.0266235	0.0264206
0.838009	0.0264206	0.026243
0.838009	0.026243	0.0260877
0.838009	0.0260877	0.0259517
0.838009	0.0259517	0.0258327
0.838009	0.0258327	0.0257286
