Rx	0.503696	1024
Rx	0.503775	1024
Rx	0.503871	1024
Rx	0.503871	1024
Rx	0.504037	1024
Rx	0.504712	1024
Rx	0.504912	1024
Rx	0.505037	1024
Rx	0.505037	1024
Rx	0.505037	1024
Rx	0.508096	1024
Rx	0.508096	1024
Rx	0.508196	1024
Rx	0.508196	1024
Rx	0.508296	1024
Rx	0.508296	1024
Rx	0.508296	1024
Rx	0.508371	1024
Rx	0.508371	1024
Rx	0.508371	1024
Rx	0.508371	1024
Rx	0.508371	1024
Rx	0.508371	1024
Rx	0.508487	1024
Rx	0.508487	1024
Rx	0.508487	1024
Rx	0.508512	1024
Rx	0.508637	1024
Rx	0.508842	1024
Rx	0.509512	1024
Rx	0.509708	1024
Rx	0.509837	1024
Rx	0.509837	1024
Rx	0.509837	1024
Rx	0.509942	1024
Rx	0.510142	1024
Rx	0.510342	1024
Rx	0.510629	1024
Rx	0.510829	1024
Rx	0.511029	1024
Rx	0.511229	1024
Rx	0.511429	1024
Rx	0.511629	1024
Rx	0.511829	1024
Rx	0.512029	1024
Rx	0.513308	1024
Rx	0.513508	1024
Rx	0.513508	1024
Rx	0.513508	1024
Rx	0.513508	1024
Rx	0.513508	1024
Rx	0.513508	1024
Rx	0.513633	1024
Rx	0.513833	1024
Rx	0.514033	1024
Rx	0.515896	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516575	1024
Rx	0.516642	1024
Rx	0.516729	1024
Rx	0.516942	1024
Rx	0.517242	1024
Rx	0.517429	1024
Rx	0.517629	1024
Rx	0.517833	1024
Rx	0.518029	1024
Rx	0.521896	1024
Rx	0.521896	1024
Rx	0.521896	1024
Rx	0.521896	1024
Rx	0.521975	1024
Rx	0.521975	1024
Rx	0.521975	1024
Rx	0.521975	1024
Rx	0.521975	1024
Rx	0.522096	1024
Rx	0.522096	1024
Rx	0.522096	1024
Rx	0.522096	1024
Rx	0.522196	1024
Rx	0.522196	1024
Rx	0.522196	1024
Rx	0.522196	1024
Rx	0.522196	1024
Rx	0.522196	1024
Rx	0.522725	1024
Rx	0.522833	1024
Rx	0.523508	1024
Rx	0.523679	1024
Rx	0.523679	1024
Rx	0.523679	1024
Rx	0.523679	1024
Rx	0.523679	1024
Rx	0.523679	1024
Rx	0.523837	1024
Rx	0.524037	1024
Rx	0.524237	1024
Rx	0.524433	1024
Rx	0.524637	1024
Rx	0.524833	1024
Rx	0.532096	1024
Rx	0.532296	1024
Rx	0.532296	1024
Rx	0.532396	1024
Rx	0.532396	1024
Rx	0.532396	1024
Rx	0.532396	1024
Rx	0.532596	1024
Rx	0.532596	1024
Rx	0.532596	1024
Rx	0.532596	1024
Rx	0.532596	1024
Rx	0.532596	1024
Rx	0.532783	1024
Rx	0.532783	1024
Rx	0.532783	1024
Rx	0.532783	1024
Rx	0.532783	1024
Rx	0.532996	1024
Rx	0.532996	1024
Rx	0.532996	1024
Rx	0.532996	1024
Rx	0.532996	1024
Rx	0.532996	1024
Rx	0.533133	1024
Rx	0.533133	1024
Rx	0.533396	1024
Rx	0.533396	1024
Rx	0.533396	1024
Rx	0.533396	1024
Rx	0.533396	1024
Rx	0.534758	1024
Rx	0.534758	1024
Rx	0.534758	1024
Rx	0.534758	1024
Rx	0.534758	1024
Rx	0.534862	1024
Rx	0.534862	1024
Rx	0.534862	1024
Rx	0.535162	1024
Rx	0.535162	1024
