time srcImsi targetImsi bsr depth
166500000 0 1 0 0
166500000 1 4294967294 0 1
166500000 0 1 0 0
166500000 1 4294967294 0 1
166600000 0 1 0 0
166600000 1 4294967294 0 1
166600000 0 1 0 0
166600000 1 4294967294 0 1
166700000 0 1 0 0
166700000 1 4294967294 0 1
166700000 0 1 0 0
166700000 1 4294967294 0 1
166800000 0 1 0 0
166800000 1 4294967294 0 1
166800000 0 1 0 0
166800000 1 4294967294 0 1
166900000 0 1 0 0
166900000 1 4294967294 0 1
166900000 0 1 0 0
166900000 1 4294967294 0 1
167000000 0 1 0 0
167000000 1 4294967294 0 1
167000000 0 1 0 0
167000000 1 4294967294 0 1
167100000 0 1 0 0
167100000 1 4294967294 0 1
167100000 0 1 0 0
167100000 1 4294967294 0 1
167200000 0 1 0 0
167200000 1 4294967294 0 1
167200000 0 1 0 0
167200000 1 4294967294 0 1
167300000 0 1 0 0
167300000 1 4294967294 0 1
167300000 0 1 0 0
167300000 1 4294967294 0 1
167400000 0 1 0 0
167400000 1 4294967294 0 1
167400000 0 1 0 0
167400000 1 4294967294 0 1
167500000 0 1 0 0
167500000 1 4294967294 0 1
167500000 0 1 0 0
167500000 1 4294967294 0 1
167600000 0 1 0 0
167600000 1 4294967294 0 1
167600000 0 1 0 0
167600000 1 4294967294 0 1
167700000 0 1 0 0
167700000 1 4294967294 0 1
167700000 0 1 0 0
167700000 1 4294967294 0 1
167800000 0 1 0 0
167800000 1 4294967294 0 1
167800000 0 1 0 0
167800000 1 4294967294 0 1
167900000 0 1 0 0
167900000 1 4294967294 0 1
167900000 0 1 0 0
167900000 1 4294967294 0 1
168000000 0 1 0 0
168000000 1 4294967294 0 1
168000000 0 1 0 0
168000000 1 4294967294 0 1
168100000 0 1 0 0
168100000 1 4294967294 0 1
168100000 0 1 0 0
168100000 1 4294967294 0 1
168200000 0 1 0 0
168200000 1 4294967294 0 1
168200000 0 1 0 0
168200000 1 4294967294 0 1
168300000 0 1 0 0
168300000 1 4294967294 0 1
168300000 0 1 0 0
168300000 1 4294967294 0 1
168400000 0 1 0 0
168400000 1 4294967294 0 1
168400000 0 1 0 0
168400000 1 4294967294 0 1
168500000 0 1 0 0
168500000 1 4294967294 0 1
168500000 0 1 0 0
168500000 1 4294967294 0 1
168600000 0 1 0 0
168600000 1 4294967294 0 1
168600000 0 1 0 0
168600000 1 4294967294 0 1
168700000 0 1 0 0
168700000 1 4294967294 0 1
168700000 0 1 0 0
168700000 1 4294967294 0 1
168800000 0 1 0 0
168800000 1 4294967294 0 1
168800000 0 1 0 0
168800000 1 4294967294 0 1
168900000 0 1 0 0
168900000 1 4294967294 0 1
168900000 0 1 0 0
168900000 1 4294967294 0 1
169000000 0 1 0 0
169000000 1 4294967294 0 1
169000000 0 1 0 0
169000000 1 4294967294 0 1
169100000 0 1 0 0
169100000 1 4294967294 0 1
169100000 0 1 0 0
169100000 1 4294967294 0 1
169200000 0 1 0 0
169200000 1 4294967294 0 1
169200000 0 1 0 0
169200000 1 4294967294 0 1
169300000 0 1 0 0
169300000 1 4294967294 0 1
169300000 0 1 0 0
169300000 1 4294967294 0 1
169400000 0 1 0 0
169400000 1 4294967294 0 1
169400000 0 1 0 0
169400000 1 4294967294 0 1
169500000 0 1 0 0
169500000 1 4294967294 0 1
169500000 0 1 0 0
169500000 1 4294967294 0 1
169600000 0 1 0 0
169600000 1 4294967294 0 1
169600000 0 1 0 0
169600000 1 4294967294 0 1
169700000 0 1 0 0
169700000 1 4294967294 0 1
169700000 0 1 0 0
169700000 1 4294967294 0 1
169800000 0 1 0 0
169800000 1 4294967294 0 1
169800000 0 1 0 0
169800000 1 4294967294 0 1
169900000 0 1 0 0
169900000 1 4294967294 0 1
169900000 0 1 0 0
169900000 1 4294967294 0 1
170000000 0 1 0 0
170000000 1 4294967294 0 1
170000000 0 1 0 0
170000000 1 4294967294 0 1
170100000 0 1 0 0
170100000 1 4294967294 0 1
170100000 0 1 0 0
170100000 1 4294967294 0 1
170200000 0 1 0 0
170200000 1 4294967294 0 1
170200000 0 1 0 0
170200000 1 4294967294 0 1
170300000 0 1 0 0
170300000 1 4294967294 0 1
170300000 0 1 0 0
170300000 1 4294967294 0 1
170400000 0 1 0 0
170400000 1 4294967294 0 1
170400000 0 1 0 0
170400000 1 4294967294 0 1
170500000 0 1 0 0
170500000 1 4294967294 0 1
170500000 0 1 0 0
170500000 1 4294967294 0 1
170600000 0 1 0 0
170600000 1 4294967294 0 1
170600000 0 1 0 0
170600000 1 4294967294 0 1
170700000 0 1 0 0
170700000 1 4294967294 0 1
170700000 0 1 0 0
170700000 1 4294967294 0 1
170800000 0 1 0 0
170800000 1 4294967294 0 1
170800000 0 1 0 0
170800000 1 4294967294 0 1
170900000 0 1 0 0
170900000 1 4294967294 0 1
170900000 0 1 0 0
170900000 1 4294967294 0 1
171000000 0 1 0 0
171000000 1 4294967294 0 1
171000000 0 1 0 0
171000000 1 4294967294 0 1
171100000 0 1 0 0
171100000 1 4294967294 0 1
171100000 0 1 0 0
171100000 1 4294967294 0 1
171200000 0 1 0 0
171200000 1 4294967294 0 1
171200000 0 1 0 0
171200000 1 4294967294 0 1
171300000 0 1 0 0
171300000 1 4294967294 0 1
171300000 0 1 0 0
171300000 1 4294967294 0 1
171400000 0 1 0 0
171400000 1 4294967294 0 1
171400000 0 1 0 0
171400000 1 4294967294 0 1
171500000 0 1 0 0
171500000 1 4294967294 0 1
171500000 0 1 0 0
171500000 1 4294967294 0 1
171600000 0 1 0 0
171600000 1 4294967294 0 1
171600000 0 1 0 0
171600000 1 4294967294 0 1
171700000 0 1 0 0
171700000 1 4294967294 0 1
171700000 0 1 0 0
171700000 1 4294967294 0 1
171800000 0 1 0 0
171800000 1 4294967294 0 1
171800000 0 1 0 0
171800000 1 4294967294 0 1
171900000 0 1 0 0
171900000 1 4294967294 0 1
171900000 0 1 0 0
171900000 1 4294967294 0 1
172000000 0 1 0 0
172000000 1 4294967294 0 1
172000000 0 1 0 0
172000000 1 4294967294 0 1
172100000 0 1 0 0
172100000 1 4294967294 0 1
172100000 0 1 0 0
172100000 1 4294967294 0 1
172200000 0 1 0 0
172200000 1 4294967294 0 1
172200000 0 1 0 0
172200000 1 4294967294 0 1
172300000 0 1 0 0
172300000 1 4294967294 0 1
172300000 0 1 0 0
172300000 1 4294967294 0 1
172400000 0 1 0 0
172400000 1 4294967294 0 1
172400000 0 1 0 0
172400000 1 4294967294 0 1
172500000 0 1 0 0
172500000 1 4294967294 0 1
172500000 0 1 0 0
172500000 1 4294967294 0 1
172600000 0 1 0 0
172600000 1 4294967294 0 1
172600000 0 1 0 0
172600000 1 4294967294 0 1
172700000 0 1 0 0
172700000 1 4294967294 0 1
172700000 0 1 0 0
172700000 1 4294967294 0 1
172800000 0 1 0 0
172800000 1 4294967294 0 1
172800000 0 1 0 0
172800000 1 4294967294 0 1
172900000 0 1 0 0
172900000 1 4294967294 0 1
172900000 0 1 0 0
172900000 1 4294967294 0 1
173000000 0 1 0 0
173000000 1 4294967294 0 1
173000000 0 1 0 0
173000000 1 4294967294 0 1
173100000 0 1 0 0
173100000 1 4294967294 0 1
173100000 0 1 0 0
173100000 1 4294967294 0 1
173200000 0 1 0 0
173200000 1 4294967294 0 1
173200000 0 1 0 0
173200000 1 4294967294 0 1
173300000 0 1 0 0
173300000 1 4294967294 0 1
173300000 0 1 0 0
173300000 1 4294967294 0 1
173400000 0 1 0 0
173400000 1 4294967294 0 1
173400000 0 1 0 0
173400000 1 4294967294 0 1
173500000 0 1 0 0
173500000 1 4294967294 0 1
173500000 0 1 0 0
173500000 1 4294967294 0 1
173600000 0 1 0 0
173600000 1 4294967294 0 1
173600000 0 1 0 0
173600000 1 4294967294 0 1
173700000 0 1 0 0
173700000 1 4294967294 0 1
173700000 0 1 0 0
173700000 1 4294967294 0 1
173800000 0 1 0 0
173800000 1 4294967294 0 1
173800000 0 1 0 0
173800000 1 4294967294 0 1
173900000 0 1 0 0
173900000 1 4294967294 0 1
173900000 0 1 0 0
173900000 1 4294967294 0 1
174000000 0 1 0 0
174000000 1 4294967294 0 1
174000000 0 1 0 0
174000000 1 4294967294 0 1
174100000 0 1 0 0
174100000 1 4294967294 0 1
174100000 0 1 0 0
174100000 1 4294967294 0 1
174200000 0 1 0 0
174200000 1 4294967294 0 1
174200000 0 1 0 0
174200000 1 4294967294 0 1
174300000 0 1 0 0
174300000 1 4294967294 0 1
174300000 0 1 0 0
174300000 1 4294967294 0 1
174400000 0 1 0 0
174400000 1 4294967294 0 1
174400000 0 1 0 0
174400000 1 4294967294 0 1
174500000 0 1 0 0
174500000 1 4294967294 0 1
174500000 0 1 0 0
174500000 1 4294967294 0 1
174600000 0 1 0 0
174600000 1 4294967294 0 1
174600000 0 1 0 0
174600000 1 4294967294 0 1
174700000 0 1 0 0
174700000 1 4294967294 0 1
174700000 0 1 0 0
174700000 1 4294967294 0 1
174800000 0 1 0 0
174800000 1 4294967294 0 1
174800000 0 1 0 0
174800000 1 4294967294 0 1
174900000 0 1 0 0
174900000 1 4294967294 0 1
174900000 0 1 0 0
174900000 1 4294967294 0 1
175000000 0 1 0 0
175000000 1 4294967294 0 1
175000000 0 1 0 0
175000000 1 4294967294 0 1
175100000 0 1 0 0
175100000 1 4294967294 0 1
175100000 0 1 0 0
175100000 1 4294967294 0 1
175200000 0 1 0 0
175200000 1 4294967294 0 1
175200000 0 1 0 0
175200000 1 4294967294 0 1
175300000 0 1 0 0
175300000 1 4294967294 0 1
175300000 0 1 0 0
175300000 1 4294967294 0 1
175400000 0 1 0 0
175400000 1 4294967294 0 1
175400000 0 1 0 0
175400000 1 4294967294 0 1
175500000 0 1 0 0
175500000 1 4294967294 0 1
175500000 0 1 0 0
175500000 1 4294967294 0 1
175600000 0 1 0 0
175600000 1 4294967294 0 1
175600000 0 1 0 0
175600000 1 4294967294 0 1
175700000 0 1 0 0
175700000 1 4294967294 0 1
175700000 0 1 0 0
175700000 1 4294967294 0 1
175800000 0 1 0 0
175800000 1 4294967294 0 1
175800000 0 1 0 0
175800000 1 4294967294 0 1
175900000 0 1 0 0
175900000 1 4294967294 0 1
175900000 0 1 0 0
175900000 1 4294967294 0 1
176000000 0 1 0 0
176000000 1 4294967294 0 1
176000000 0 1 0 0
176000000 1 4294967294 0 1
176100000 0 1 0 0
176100000 1 4294967294 0 1
176100000 0 1 0 0
176100000 1 4294967294 0 1
176200000 0 1 0 0
176200000 1 4294967294 0 1
176200000 0 1 0 0
176200000 1 4294967294 0 1
176300000 0 1 0 0
176300000 1 4294967294 0 1
176300000 0 1 0 0
176300000 1 4294967294 0 1
176400000 0 1 0 0
176400000 1 4294967294 0 1
176400000 0 1 0 0
176400000 1 4294967294 0 1
176500000 0 1 0 0
176500000 1 4294967294 0 1
176500000 0 1 0 0
176500000 1 4294967294 0 1
176600000 0 1 0 0
176600000 1 4294967294 0 1
176600000 0 1 0 0
176600000 1 4294967294 0 1
176700000 0 1 0 0
176700000 1 4294967294 0 1
176700000 0 1 0 0
176700000 1 4294967294 0 1
176800000 0 1 0 0
176800000 1 4294967294 0 1
176800000 0 1 0 0
176800000 1 4294967294 0 1
176900000 0 1 0 0
176900000 1 4294967294 0 1
176900000 0 1 0 0
176900000 1 4294967294 0 1
177000000 0 1 0 0
177000000 1 4294967294 0 1
177000000 0 1 0 0
177000000 1 4294967294 0 1
177100000 0 1 0 0
177100000 1 4294967294 0 1
177100000 0 1 0 0
177100000 1 4294967294 0 1
177200000 0 1 0 0
177200000 1 4294967294 0 1
177200000 0 1 0 0
177200000 1 4294967294 0 1
177300000 0 1 0 0
177300000 1 4294967294 0 1
177300000 0 1 0 0
177300000 1 4294967294 0 1
177400000 0 1 0 0
177400000 1 4294967294 0 1
177400000 0 1 0 0
177400000 1 4294967294 0 1
177500000 0 1 0 0
177500000 1 4294967294 0 1
177500000 0 1 0 0
177500000 1 4294967294 0 1
177600000 0 1 0 0
177600000 1 4294967294 0 1
177600000 0 1 0 0
177600000 1 4294967294 0 1
177700000 0 1 0 0
177700000 1 4294967294 0 1
177700000 0 1 0 0
177700000 1 4294967294 0 1
177800000 0 1 0 0
177800000 1 4294967294 0 1
177800000 0 1 0 0
177800000 1 4294967294 0 1
