	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	539	6	8	3	2	4	1429	12	0	7.23996	 	0	0
DL	539	7	8	3	2	4	1854	14	0	7.23996	 	0	0.0173839
DL	539	8	1	5	2	2	8903	28	0	50.7262	 	0	0
DL	539	8	6	5	2	3	8903	28	0	31.767	 	0	2.13163e-14
DL	539	8	12	4	2	4	2473	14	0	7.23996	 	0	0.0231111
DL	539	8	16	5	2	1	8903	28	0	38.2891	 	0	0
DL	539	9	7	16	2	4	7639	12	0	7.23996	 	0	0
DL	540	0	1	2	2	4	1235	14	0	7.23996	 	0	0.0116231
DL	540	0	3	1	2	1	1776	28	0	38.2891	 	0	0
DL	540	0	4	1	2	2	1776	28	0	50.7262	 	0	0
DL	540	0	5	1	2	3	1776	28	0	31.767	 	0	5.32907e-15
DL	540	1	7	16	2	4	9911	14	0	7.23996	 	0	0.0448726
UL	540	2	1	1	1	1	1157	21	0	7.1951 	1	1
DL	540	2	3	20	2	4	12387	14	0	7.23996	 	0	0.0945967
DL	540	4	1	15	2	4	9289	14	0	5.14291	 	1	1
UL	540	7	7	1	1	1	1157	21	1	6.16462 	0	0
DL	541	0	1	6	2	1	10685	28	0	39.7436	 	0	0
DL	541	0	7	6	2	2	10685	28	0	30.5555	 	0	0
DL	541	0	13	6	2	3	10685	28	0	45.573	 	0	0
UL	541	4	1	1	1	1	619	14	0	6.16462 	1	0.990519
DL	541	4	2	5	2	1	8903	28	0	46.9901	 	0	0
DL	541	4	7	5	2	2	8903	28	0	34.3214	 	0	0
DL	541	4	12	5	2	3	8903	28	0	32.955	 	0	0
DL	541	4	17	3	2	4	1157	10	0	4.19353	 	1	0.999502
DL	541	5	17	1	2	1	1776	28	0	46.9901	 	0	0
DL	541	5	18	1	2	2	1776	28	0	34.3214	 	0	0
DL	541	5	19	1	2	3	1776	28	0	32.955	 	0	0
DL	541	6	1	2	2	1	3558	28	0	46.9901	 	0	0
DL	541	6	4	2	2	2	3558	28	0	34.3214	 	0	0
DL	541	6	7	3	2	3	5341	28	0	32.955	 	0	0
DL	541	6	11	3	2	4	1157	10	0	4.19353	 	1	0.999502
DL	541	7	17	2	2	3	3558	28	0	32.955	 	0	0
DL	541	8	1	1	2	3	1776	28	0	32.955	 	0	0
DL	541	8	2	11	2	4	3118	8	0	4.19353	 	0	0
DL	541	8	13	5	2	1	8903	28	0	46.9901	 	0	0
DL	541	8	18	5	2	2	8903	28	0	34.3214	 	0	0
UL	541	9	1	1	1	1	619	14	1	8.10488 	0	0
DL	541	9	18	3	2	4	1157	10	1	4.19353	 	0	0
DL	541	9	21	1	2	3	1776	28	0	32.955	 	0	0
DL	541	9	22	1	2	4	282	8	0	4.19353	 	0	4.66294e-15
DL	542	0	1	5	2	3	8903	28	0	32.955	 	0	0
DL	542	0	6	10	2	4	2836	8	0	4.19353	 	0	0
DL	542	0	16	1	2	1	1776	28	0	46.9901	 	0	0
DL	542	0	17	1	2	2	1776	28	0	34.3214	 	0	0
DL	542	1	17	3	2	4	1157	10	1	4.19353	 	0	0
DL	542	1	20	3	2	4	846	8	0	4.19353	 	0	0
DL	542	2	1	9	2	4	2551	8	0	4.19353	 	0	0
DL	542	2	10	1	2	1	1776	28	0	46.9901	 	0	0
DL	542	2	11	1	2	2	1776	28	0	34.3214	 	0	0
DL	542	2	12	1	2	3	1776	28	0	32.955	 	0	0
DL	542	4	1	1	2	1	1776	28	0	46.3489	 	0	0
DL	542	4	2	1	2	2	1776	28	0	28.5867	 	0	0
DL	542	4	3	1	2	3	1776	28	0	32.7053	 	0	0
DL	542	4	4	2	2	4	567	8	0	1.21296	 	1	0.999936
DL	542	5	17	2	2	4	567	8	0	1.21296	 	1	0.999936
UL	542	6	1	1	1	1	541	13	0	8.10488 	0	0
DL	542	6	2	2	2	4	567	8	0	1.21296	 	1	0.999936
DL	542	6	4	1	2	1	1776	28	0	46.3489	 	0	0
DL	542	6	5	1	2	2	1776	28	0	28.5867	 	0	0
DL	542	6	6	1	2	3	1776	28	0	32.7053	 	0	0
DL	542	7	17	2	2	4	567	8	0	1.21296	 	1	0.999936
DL	542	8	1	2	2	4	385	6	0	1.21296	 	0	0
DL	542	8	3	1	2	1	1776	28	0	46.3489	 	0	0
DL	542	8	5	1	2	2	1776	28	0	28.5867	 	0	0
DL	542	8	7	1	2	3	1776	28	0	32.7053	 	0	0
DL	542	9	17	2	2	4	567	8	1	1.21296	 	0	0
DL	542	9	19	4	2	4	768	6	0	1.21296	 	0	0
DL	543	0	1	2	2	4	567	8	1	1.21296	 	0	0
DL	543	0	3	6	2	4	1157	6	0	1.21296	 	0	0
DL	543	0	9	1	2	1	1776	28	0	46.3489	 	0	0
DL	543	0	10	1	2	2	1776	28	0	28.5867	 	0	0
DL	543	0	11	1	2	3	1776	28	0	32.7053	 	0	0
DL	543	1	17	2	2	4	567	8	1	1.21296	 	1	0.994001
DL	543	2	1	2	2	4	567	8	1	1.21296	 	0	0
DL	543	2	4	1	2	1	1776	28	0	46.3489	 	0	0
DL	543	2	5	1	2	2	1776	28	0	28.5867	 	0	0
DL	543	2	6	1	2	3	1776	28	0	32.7053	 	0	0
DL	543	2	7	6	2	4	1157	6	0	1.21296	 	0	0
DL	543	4	1	1	2	1	1776	28	0	45.7733	 	0	0
DL	543	4	2	1	2	2	1776	28	0	31.3718	 	0	0
DL	543	4	3	1	2	3	1776	28	0	35.5972	 	0	0
DL	543	4	4	6	2	4	1157	6	0	1.63994	 	0	0
DL	543	6	1	2	2	4	567	8	2	1.63994	 	1	0.991672
DL	543	6	3	1	2	1	1776	28	0	45.7733	 	0	0
DL	543	6	4	1	2	2	1776	28	0	31.3718	 	0	0
DL	543	6	5	1	2	3	1776	28	0	35.5972	 	0	0
DL	543	6	6	6	2	4	1157	6	0	1.63994	 	0	0
UL	543	8	1	1	1	1	696	15	0	3.97006 	1	1
DL	543	8	2	1	2	1	1776	28	0	45.7733	 	0	0
DL	543	8	3	1	2	2	1776	28	0	31.3718	 	0	0
DL	543	8	4	1	2	3	1776	28	0	35.5972	 	0	0
DL	543	8	5	6	2	4	1157	6	0	1.63994	 	0	0
DL	544	0	1	1	2	1	1776	28	0	45.7733	 	0	0
DL	544	0	3	1	2	2	1776	28	0	31.3718	 	0	0
DL	544	0	5	1	2	3	1776	28	0	35.5972	 	0	0
DL	544	0	7	2	2	4	385	6	0	1.63994	 	0	0
DL	544	1	17	2	2	4	567	8	3	1.63994	 	1	0.991672
DL	544	1	19	4	2	4	768	6	0	1.63994	 	0	0
UL	544	3	17	1	1	1	696	15	1	3.97006 	0	0
UL	545	0	22	1	1	1	327	9	0	7.78704 	0	0
UL	545	1	22	1	1	1	327	9	0	7.78704 	0	0
DL	545	2	14	3	2	4	580	6	0	2.30208	 	0	0
DL	545	2	17	2	2	1	3558	28	0	45.8199	 	0	0
DL	545	2	19	2	2	2	3558	28	0	29.9493	 	0	0
DL	545	2	21	2	2	3	3558	28	0	35.0153	 	0	0
DL	545	3	17	2	2	1	3558	28	0	45.8199	 	0	0
DL	545	3	19	1	2	2	1776	28	0	29.9493	 	0	0
DL	545	3	20	1	2	3	1776	28	0	35.0153	 	0	0
DL	545	3	21	2	2	4	385	6	0	2.30208	 	0	0
DL	545	4	1	1	2	2	1776	28	0	29.9493	 	0	0
DL	545	4	2	1	2	3	1776	28	0	35.0153	 	0	0
DL	545	4	3	20	2	4	3867	6	0	2.30208	 	0	0
DL	545	5	17	1	2	2	1776	28	0	29.9493	 	0	0
DL	545	5	18	2	2	4	385	6	0	2.30208	 	0	0
DL	545	5	21	1	2	1	1776	28	0	45.8199	 	0	0
DL	545	6	1	1	2	3	1776	28	0	35.0153	 	0	0
DL	545	6	2	8	2	4	2268	8	0	2.30208	 	0	0.0135529
DL	545	7	17	1	2	3	1776	28	0	35.0153	 	0	0
DL	545	7	18	2	2	4	567	8	0	2.30208	 	0	0.00453819
DL	545	7	20	1	2	1	1776	28	0	45.8199	 	0	0
DL	545	7	21	1	2	2	1776	28	0	29.9493	 	0	0
DL	545	8	1	1	2	3	1776	28	0	35.0153	 	0	0
DL	545	8	3	2	2	4	567	8	0	2.30208	 	0	0.00453819
DL	545	8	5	1	2	1	1776	28	0	45.8199	 	0	0
DL	545	8	7	1	2	2	1776	28	0	29.9493	 	0	0
DL	545	9	19	2	2	4	567	8	0	2.30208	 	0	0.00453819
DL	546	0	1	1	2	1	1776	28	0	45.8199	 	0	0
DL	546	0	2	1	2	2	1776	28	0	29.9493	 	0	0
DL	546	0	3	1	2	3	1776	28	0	35.0153	 	0	0
DL	546	0	4	6	2	4	1698	8	0	2.30208	 	0	0.0135529
UL	546	2	1	1	1	1	696	15	0	7.77681 	0	0.000418981
DL	546	2	3	1	2	1	1776	28	0	45.3593	 	0	0
DL	546	2	4	1	2	2	1776	28	0	31.5484	 	0	0
DL	546	2	5	1	2	3	1776	28	0	35.785	 	0	0
DL	546	2	6	2	2	4	567	8	0	3.52098	 	0	0
DL	546	3	18	2	2	4	567	8	0	3.52098	 	0	0
DL	546	4	1	2	2	4	567	8	0	3.52098	 	0	0
DL	546	4	3	1	2	1	1776	28	0	45.3593	 	0	0
DL	546	4	4	1	2	2	1776	28	0	31.5484	 	0	0
DL	546	4	5	1	2	3	1776	28	0	35.785	 	0	0
DL	546	5	17	2	2	4	567	8	0	3.52098	 	0	0
DL	546	6	1	19	2	4	5390	8	0	3.52098	 	0	0
DL	546	6	20	1	2	1	1776	28	0	45.3593	 	0	0
DL	546	6	21	1	2	2	1776	28	0	31.5484	 	0	0
DL	546	6	22	1	2	3	1776	28	0	35.785	 	0	0
DL	546	7	17	6	2	4	1698	8	0	3.52098	 	0	0
DL	546	8	1	19	2	4	5390	8	0	3.52098	 	0	0
DL	546	8	20	1	2	1	1776	28	0	45.3593	 	0	0
DL	546	8	21	1	2	2	1776	28	0	31.5484	 	0	0
DL	546	8	22	1	2	3	1776	28	0	35.785	 	0	0
DL	546	9	17	6	2	4	1698	8	0	3.52098	 	0	0
DL	547	0	1	9	2	4	2551	8	0	3.52098	 	0	0
DL	547	0	10	1	2	1	1776	28	0	45.3593	 	0	0
DL	547	0	12	1	2	2	1776	28	0	31.5484	 	0	0
DL	547	0	14	1	2	3	1776	28	0	35.785	 	0	0
DL	547	2	1	1	2	1	1776	28	0	45.5965	 	0	0
DL	547	2	2	1	2	2	1776	28	0	30.7287	 	0	0
DL	547	2	3	1	2	3	1776	28	0	33.3788	 	0	0
DL	547	2	4	2	2	4	567	8	0	6.87445	 	0	0
DL	547	3	7	2	2	4	567	8	0	6.87445	 	0	0
UL	547	4	1	1	1	1	696	15	0	13.8228 	0	0
DL	547	4	2	2	2	4	567	8	0	6.87445	 	0	0
DL	547	4	4	1	2	1	1776	28	0	45.5965	 	0	0
DL	547	4	5	1	2	2	1776	28	0	30.7287	 	0	0
DL	547	4	6	1	2	3	1776	28	0	33.3788	 	0	0
DL	547	5	7	2	2	4	567	8	0	6.87445	 	0	0
DL	547	6	1	2	2	4	950	12	0	6.87445	 	0	0
DL	547	6	3	1	2	1	1776	28	0	45.5965	 	0	0
DL	547	6	4	1	2	2	1776	28	0	30.7287	 	0	0
DL	547	6	5	1	2	3	1776	28	0	33.3788	 	0	0
DL	547	7	7	1	2	4	476	12	0	6.87445	 	0	0
DL	547	8	1	2	2	4	950	12	0	6.87445	 	0	0
DL	547	8	3	1	2	1	1776	28	0	45.5965	 	0	0
DL	547	8	4	1	2	2	1776	28	0	30.7287	 	0	0
DL	547	8	5	1	2	3	1776	28	0	33.3788	 	0	0
DL	547	9	7	1	2	4	476	12	0	6.87445	 	0	0
DL	548	0	1	2	2	4	950	12	0	6.87445	 	0	0
DL	548	0	3	1	2	1	1776	28	0	45.5965	 	0	0
DL	548	0	4	1	2	2	1776	28	0	30.7287	 	0	0
DL	548	0	5	1	2	3	1776	28	0	33.3788	 	0	0
DL	548	1	7	1	2	4	476	12	0	6.87445	 	0	0
UL	549	0	1	1	1	1	1060	20	0	6.80609 	1	1
DL	549	0	2	2	2	1	3558	28	0	46.0545	 	0	0
DL	549	0	4	2	2	2	3558	28	0	32.3328	 	0	0
DL	549	0	6	5	2	3	8903	28	0	34.0165	 	0	0
DL	549	2	1	22	2	4	10504	12	0	3.62143	 	1	1
DL	549	4	1	18	2	4	8592	12	0	3.62143	 	1	1
DL	549	4	19	1	2	1	1776	28	0	46.0545	 	0	0
DL	549	4	20	1	2	2	1776	28	0	32.3328	 	0	0
DL	549	4	21	2	2	3	3558	28	0	34.0165	 	0	0
UL	549	5	1	1	1	1	1060	20	1	6.80609 	0	0
DL	549	5	18	1	2	1	1776	28	0	46.0545	 	0	0
DL	549	5	19	1	2	2	1776	28	0	32.3328	 	0	0
DL	549	5	20	1	2	3	1776	28	0	34.0165	 	0	0
DL	549	5	21	2	2	4	950	12	0	3.62143	 	1	1
DL	549	6	1	1	2	1	1776	28	0	46.0545	 	0	0
DL	549	6	3	1	2	2	1776	28	0	32.3328	 	0	0
DL	549	6	5	2	2	3	3558	28	0	34.0165	 	0	0
DL	549	6	8	15	2	4	4255	8	0	3.62143	 	0	0
DL	549	7	17	6	2	4	1698	8	0	3.62143	 	0	0
DL	549	8	1	22	2	4	10504	12	1	3.62143	 	0	0
DL	549	9	17	2	2	4	567	8	0	3.62143	 	0	0
DL	549	9	19	2	2	1	3558	28	0	46.0545	 	0	0
DL	549	9	21	1	2	2	1776	28	0	32.3328	 	0	0
DL	549	9	22	1	2	3	1776	28	0	34.0165	 	0	0
DL	550	0	1	18	2	4	8592	12	1	6.49283	 	0	0
DL	550	0	19	2	2	4	950	12	1	6.49283	 	0	0
DL	550	0	21	1	2	2	1776	28	0	32.4614	 	0	0
DL	550	0	22	1	2	3	1776	28	0	45.0357	 	0	0
DL	550	1	17	2	2	4	567	8	0	6.49283	 	0	0
DL	550	1	19	2	2	1	3558	28	0	38.6179	 	0	0
DL	550	1	21	1	2	2	1776	28	0	32.4614	 	0	0
DL	550	1	22	1	2	3	1776	28	0	45.0357	 	0	0
UL	550	2	1	1	1	1	619	14	0	16.9348 	0	0
DL	550	2	2	3	2	2	5341	28	0	32.4614	 	0	0
DL	550	2	5	3	2	3	5341	28	0	45.0357	 	0	0
DL	550	2	8	13	2	4	3688	8	0	6.49283	 	0	0
DL	550	2	21	2	2	1	3558	28	0	38.6179	 	0	0
DL	550	3	6	17	2	4	4823	8	0	6.49283	 	0	0
DL	550	4	1	19	2	4	9071	12	0	6.49283	 	0	0
DL	550	4	20	1	2	1	1776	28	0	38.6179	 	0	0
DL	550	4	21	1	2	2	1776	28	0	32.4614	 	0	0
DL	550	4	22	1	2	3	1776	28	0	45.0357	 	0	0
DL	550	5	6	17	2	4	8115	12	0	6.49283	 	0	0
DL	550	6	1	19	2	4	9071	12	0	6.49283	 	0	0
DL	550	6	20	1	2	1	1776	28	0	38.6179	 	0	0
DL	550	6	21	1	2	2	1776	28	0	32.4614	 	0	0
DL	550	6	22	1	2	3	1776	28	0	45.0357	 	0	0
DL	550	7	6	17	2	4	8115	12	0	6.49283	 	0	0
DL	550	8	1	16	2	4	7639	12	0	6.49283	 	0	0
DL	550	8	17	1	2	1	1776	28	0	38.6179	 	0	0
DL	550	8	19	1	2	2	1776	28	0	32.4614	 	0	0
DL	550	8	21	1	2	3	1776	28	0	45.0357	 	0	0
DL	550	9	6	17	2	4	8115	12	0	6.49283	 	0	0
DL	551	0	1	19	2	4	9071	12	0	1.67593	 	1	1
DL	551	0	20	1	2	1	1776	28	0	39.8894	 	0	0
DL	551	0	21	1	2	2	1776	28	0	32.6174	 	0	0
DL	551	0	22	1	2	3	1776	28	0	44.9312	 	0	0
DL	551	1	6	17	2	4	8115	12	0	1.67593	 	1	1
DL	551	2	1	22	2	4	10504	12	0	1.67593	 	1	1
DL	551	3	12	11	2	4	5250	12	0	1.67593	 	1	1
DL	551	4	1	2	2	4	385	6	0	1.67593	 	0	0
DL	551	5	12	11	2	4	2126	6	0	1.67593	 	0	0
DL	551	6	1	19	2	4	9071	12	1	1.67593	 	1	0.994494
DL	551	6	20	3	2	4	580	6	0	1.67593	 	0	0
DL	551	7	12	11	2	4	2126	6	0	1.67593	 	0	0
DL	551	8	1	17	2	4	8115	12	1	1.67593	 	1	0.991508
DL	551	8	18	2	2	4	385	6	0	1.67593	 	0	0
DL	551	8	20	1	2	1	1776	28	0	39.8894	 	0	0
DL	551	8	21	1	2	2	1776	28	0	32.6174	 	0	0
DL	551	8	22	1	2	3	1776	28	0	44.9312	 	0	0
DL	551	9	7	5	2	4	963	6	0	1.67593	 	0	0
DL	551	9	12	11	2	4	5250	12	1	1.67593	 	1	0.951899
UL	552	0	1	1	1	1	1351	23	0	14.6662 	1	1
DL	552	0	2	18	2	4	3481	6	0	2.6373	 	0	0
DL	552	0	20	1	2	1	1776	28	0	45.1078	 	0	0
DL	552	0	21	1	2	2	1776	28	0	31.072	 	0	0
DL	552	0	22	1	2	3	1776	28	0	36.4429	 	0	0
DL	552	1	7	16	2	4	3092	6	0	2.6373	 	0	0
DL	552	2	1	22	2	4	10504	12	1	2.6373	 	0	0.0209737
DL	552	3	7	7	2	4	1351	6	0	2.6373	 	0	0
DL	552	3	14	3	2	1	5341	28	0	45.1078	 	0	0
DL	552	3	17	3	2	2	5341	28	0	31.072	 	0	0
DL	552	3	20	3	2	3	5341	28	0	36.4429	 	0	0
DL	552	4	1	17	2	4	8115	12	2	2.6373	 	0	0
DL	552	4	18	1	2	1	1776	28	0	45.1078	 	0	0
DL	552	4	20	1	2	2	1776	28	0	31.072	 	0	0
DL	552	4	22	1	2	3	1776	28	0	36.4429	 	0	0
UL	552	5	1	1	1	1	1351	23	1	14.6662 	0	0
DL	552	5	8	3	2	4	846	8	0	2.6373	 	0	1.4613e-05
DL	552	5	12	11	2	4	5250	12	2	2.6373	 	0	0
DL	552	6	1	1	2	3	1776	28	0	36.4429	 	0	0
DL	552	6	3	18	2	4	5108	8	0	2.6373	 	0	1.11213e-07
DL	552	6	21	1	2	1	1776	28	0	45.1078	 	0	0
DL	552	6	22	1	2	2	1776	28	0	31.072	 	0	0
DL	552	7	7	10	2	4	2836	8	0	2.6373	 	0	6.35501e-08
DL	552	8	2	17	2	4	4823	8	0	2.6373	 	0	1.11213e-07
DL	552	8	19	1	2	1	1776	28	0	45.1078	 	0	0
DL	552	8	20	1	2	2	1776	28	0	31.072	 	0	0
DL	552	8	21	1	2	3	1776	28	0	36.4429	 	0	0
DL	552	9	7	16	2	4	4540	8	0	2.6373	 	0	9.53251e-08
DL	553	0	1	14	2	4	3970	8	0	6.21419	 	0	0
DL	553	0	15	1	2	1	1776	28	0	39.3839	 	0	0
DL	553	0	16	1	2	2	1776	28	0	32.0933	 	0	0
DL	553	0	17	1	2	3	1776	28	0	44.7522	 	0	0
DL	553	1	7	16	2	4	4540	8	0	6.21419	 	0	0
UL	553	2	1	1	1	1	1157	21	0	6.711 	1	1
DL	553	2	2	21	2	4	5960	8	0	6.21419	 	0	0
DL	553	4	1	5	2	4	2382	12	0	6.21419	 	0	8.92238e-10
DL	553	6	1	20	2	4	9548	12	0	6.21419	 	0	2.89977e-09
UL	553	7	7	1	1	1	1157	21	1	15.2868 	0	0
DL	553	8	2	21	2	4	10024	12	0	6.21419	 	0	3.12283e-09
DL	554	0	1	6	2	4	2862	12	0	2.46862	 	1	1
DL	554	0	7	6	2	1	10685	28	0	39.6258	 	0	0
DL	554	0	13	5	2	2	8903	28	0	30.7363	 	0	0
DL	554	0	18	5	2	3	8903	28	0	45.5135	 	0	0
DL	554	2	1	1	2	2	1776	28	0	30.7363	 	0	0
DL	554	2	2	9	2	4	4294	12	0	2.46862	 	1	1
UL	554	4	1	1	1	1	541	13	0	15.2868 	0	0
DL	554	4	2	1	2	2	1776	28	0	30.7363	 	0	0
DL	554	4	3	3	2	3	5341	28	0	45.5135	 	0	0
DL	554	4	6	16	2	4	4540	8	0	2.46862	 	0	1.46177e-05
DL	554	4	22	1	2	1	1776	28	0	39.6258	 	0	0
DL	554	5	7	6	2	4	2862	12	1	2.46862	 	0	7.94041e-06
DL	554	5	13	1	2	3	1776	28	0	45.5135	 	0	0
DL	554	5	14	9	2	4	2551	8	0	2.46862	 	0	9.74514e-06
DL	554	6	1	2	2	3	3558	28	0	45.5135	 	0	0
DL	554	6	4	6	2	4	1698	8	0	2.46862	 	0	7.30887e-06
DL	554	6	10	5	2	1	8903	28	0	39.6258	 	0	0
DL	554	6	15	5	2	2	8903	28	0	30.7363	 	0	0
DL	554	7	7	3	2	3	5341	28	0	45.5135	 	0	0
DL	554	7	10	9	2	4	4294	12	1	2.46862	 	0	1.19091e-05
DL	554	7	19	1	2	3	1776	28	0	45.5135	 	0	0
DL	554	7	20	3	2	4	846	8	0	2.46862	 	0	0.000380816
DL	554	8	1	15	2	4	4255	8	0	2.46862	 	0	1.46177e-05
DL	554	8	16	1	2	1	1776	28	0	39.6258	 	0	0
DL	554	8	17	1	2	2	1776	28	0	30.7363	 	0	0
DL	554	8	18	5	2	3	8903	28	0	45.5135	 	0	0
DL	554	9	7	16	2	4	4540	8	0	2.46862	 	0	1.46177e-05
DL	555	0	1	17	2	4	4823	8	0	2.69238	 	0	5.40279e-12
DL	555	0	18	1	2	1	1776	28	0	40.8742	 	0	0
DL	555	0	20	1	2	2	1776	28	0	31.0514	 	0	0
DL	555	0	22	1	2	3	1776	28	0	45.0733	 	0	0
DL	555	1	7	16	2	4	4540	8	0	2.69238	 	0	4.63096e-12
DL	555	2	1	19	2	4	5390	8	0	2.69238	 	0	6.17462e-12
DL	555	8	1	2	2	4	567	8	0	2.69238	 	0	7.71772e-13
DL	555	8	3	1	2	1	1776	28	0	40.8742	 	0	0
DL	555	8	4	1	2	2	1776	28	0	31.0514	 	0	0
DL	555	8	5	1	2	3	1776	28	0	45.0733	 	0	0
DL	555	9	8	2	2	4	567	8	0	2.69238	 	0	7.71772e-13
UL	556	0	1	1	1	1	1254	22	0	14.3536 	1	0.999903
DL	556	0	2	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	0	4	1	2	1	1776	28	0	46.2139	 	0	0
DL	556	0	5	1	2	2	1776	28	0	29.9369	 	0	0
DL	556	0	6	1	2	3	1776	28	0	33.3257	 	0	0
DL	556	1	8	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	2	1	13	2	4	3688	8	0	2.82454	 	0	3.33067e-15
DL	556	2	14	3	2	1	5341	28	0	46.2139	 	0	0
DL	556	2	17	3	2	2	5341	28	0	29.9369	 	0	0
DL	556	2	20	3	2	3	5341	28	0	33.3257	 	0	0
DL	556	3	8	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	4	1	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	4	3	1	2	1	1776	28	0	46.2139	 	0	0
DL	556	4	5	1	2	2	1776	28	0	29.9369	 	0	0
DL	556	4	7	1	2	3	1776	28	0	33.3257	 	0	0
UL	556	5	1	1	1	1	1254	22	1	14.3536 	0	0
DL	556	5	8	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	6	1	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	6	3	1	2	1	1776	28	0	46.2139	 	0	0
DL	556	6	4	1	2	2	1776	28	0	29.9369	 	0	0
DL	556	6	5	1	2	3	1776	28	0	33.3257	 	0	0
DL	556	7	7	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	8	2	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	556	8	4	1	2	1	1776	28	0	46.2139	 	0	0
DL	556	8	5	1	2	2	1776	28	0	29.9369	 	0	0
DL	556	8	6	1	2	3	1776	28	0	33.3257	 	0	0
DL	556	9	7	2	2	4	567	8	0	2.82454	 	0	6.10623e-16
DL	557	0	1	2	2	4	567	8	0	3.22666	 	0	0
DL	557	0	3	1	2	1	1776	28	0	39.2783	 	0	0
DL	557	0	4	1	2	2	1776	28	0	32.5593	 	0	0
DL	557	0	5	1	2	3	1776	28	0	45.5347	 	0	0
DL	557	1	7	2	2	4	567	8	0	3.22666	 	0	0
UL	557	2	1	1	1	1	1157	21	0	15.7619 	0	0
DL	557	2	2	2	2	4	567	8	0	3.22666	 	0	0
DL	557	2	4	1	2	1	1776	28	0	39.2783	 	0	0
DL	557	2	5	1	2	2	1776	28	0	32.5593	 	0	0
DL	557	2	6	1	2	3	1776	28	0	45.5347	 	0	0
DL	557	3	7	2	2	4	567	8	0	3.22666	 	0	0
DL	557	4	1	2	2	4	567	8	0	3.22666	 	0	0
DL	557	4	3	1	2	1	1776	28	0	39.2783	 	0	0
DL	557	4	4	1	2	2	1776	28	0	32.5593	 	0	0
DL	557	4	5	1	2	3	1776	28	0	45.5347	 	0	0
DL	557	5	7	2	2	4	567	8	0	3.22666	 	0	0
DL	557	6	1	2	2	4	567	8	0	3.22666	 	0	0
DL	557	6	3	1	2	1	1776	28	0	39.2783	 	0	0
DL	557	6	5	1	2	2	1776	28	0	32.5593	 	0	0
DL	557	6	7	1	2	3	1776	28	0	45.5347	 	0	0
DL	557	7	7	2	2	4	567	8	0	3.22666	 	0	0
DL	557	8	1	2	2	4	567	8	0	3.22666	 	0	0
DL	557	8	3	1	2	1	1776	28	0	39.2783	 	0	0
DL	557	8	4	1	2	2	1776	28	0	32.5593	 	0	0
DL	557	8	5	1	2	3	1776	28	0	45.5347	 	0	0
DL	557	9	7	2	2	4	567	8	0	3.22666	 	0	0
DL	558	0	1	2	2	4	567	8	0	4.88129	 	0	0
DL	558	0	3	1	2	1	1776	28	0	37.2751	 	0	6.66134e-16
DL	558	0	4	1	2	2	1776	28	0	33.2611	 	0	0
DL	558	0	5	1	2	3	1776	28	0	45.2439	 	0	0
DL	558	1	7	2	2	4	567	8	0	4.88129	 	0	0
UL	559	0	1	1	1	1	1254	22	0	15.5555 	0	0.000202074
DL	559	0	2	3	2	1	5341	28	0	46.9931	 	0	0
DL	559	0	5	3	2	2	5341	28	0	26.1308	 	0	0
DL	559	0	8	3	2	3	5341	28	0	33.8339	 	0	0
DL	559	2	1	22	2	4	8514	10	0	5.45135	 	0	6.05391e-07
DL	559	3	7	16	2	4	6190	10	0	5.45135	 	0	4.54043e-07
DL	559	4	1	13	2	4	5030	10	0	5.45135	 	0	3.53145e-07
DL	559	4	14	3	2	1	5341	28	0	46.9931	 	0	0
DL	559	4	17	3	2	2	5341	28	0	26.1308	 	0	0
DL	559	4	20	3	2	3	5341	28	0	33.8339	 	0	0
DL	559	5	7	1	2	1	1776	28	0	46.9931	 	0	0
DL	559	5	8	1	2	2	1776	28	0	26.1308	 	0	0
DL	559	5	9	1	2	3	1776	28	0	33.8339	 	0	0
DL	559	5	10	13	2	4	5030	10	0	5.45135	 	0	3.53145e-07
DL	559	6	1	2	2	1	3558	28	0	46.9931	 	0	0
DL	559	6	4	2	2	2	3558	28	0	26.1308	 	0	0
DL	559	6	7	2	2	3	3558	28	0	33.8339	 	0	0
DL	559	6	10	13	2	4	5030	10	0	5.45135	 	0	3.53145e-07
DL	559	7	7	4	2	1	7120	28	0	46.9931	 	0	0
DL	559	7	11	4	2	2	7120	28	0	26.1308	 	0	0
DL	559	7	15	4	2	3	7120	28	0	33.8339	 	0	0
DL	559	7	19	4	2	4	1543	10	0	5.45135	 	0	1.51348e-07
DL	559	8	1	6	2	1	10685	28	0	46.9931	 	0	0
DL	559	8	7	6	2	2	10685	28	0	26.1308	 	0	0
DL	559	8	13	5	2	3	8903	28	0	33.8339	 	0	0
DL	559	8	18	5	2	4	1932	10	0	5.45135	 	0	1.51348e-07
DL	559	9	7	1	2	3	1776	28	0	33.8339	 	0	0
