	frame	subF	1stSym	symbol#	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	520	4	1	19	2	4	5390	8	0	2.41681	 	0	1.41055e-10
DL	520	4	20	1	2	1	1776	28	0	36.8815	 	0	0
DL	520	4	21	1	2	2	1776	28	0	30.236	 	0	0
DL	520	4	22	1	2	3	1776	28	0	44.4142	 	0	0
DL	520	5	7	8	2	4	2268	8	0	2.41681	 	0	5.28957e-11
DL	520	6	1	17	2	4	4823	8	0	2.41681	 	0	1.23423e-10
DL	520	6	18	1	2	1	1776	28	0	36.8815	 	0	0
DL	520	6	19	1	2	2	1776	28	0	30.236	 	0	0
DL	520	6	21	1	2	3	1776	28	0	44.4142	 	0	0
DL	520	7	7	2	2	4	567	8	0	2.41681	 	0	1.76318e-11
DL	520	8	1	18	2	4	5108	8	0	2.3211	 	0	0.00949323
DL	520	8	19	1	2	1	1776	28	0	36.732	 	0	0
DL	520	8	20	1	2	2	1776	28	0	31.7925	 	0	0
DL	520	8	21	1	2	3	1776	28	0	45.5963	 	0	0
DL	520	9	7	16	2	4	4540	8	0	2.3211	 	0	0.00814259
DL	521	0	2	13	2	4	3688	8	0	2.3211	 	0	0.00679011
DL	521	0	15	1	2	1	1776	28	0	36.732	 	0	0
DL	521	0	16	1	2	2	1776	28	0	31.7925	 	0	0
DL	521	0	17	1	2	3	1776	28	0	45.5963	 	0	0
DL	521	1	6	17	2	4	4823	8	0	2.3211	 	0	0.00949323
UL	521	2	1	1	1	1	1254	22	0	16.7814 	0	0
DL	521	2	2	9	2	4	2551	8	0	2.3211	 	0	0.00543579
DL	521	2	11	1	2	1	1776	28	0	36.732	 	0	0
DL	521	2	13	1	2	2	1776	28	0	31.7925	 	0	0
DL	521	2	14	1	2	3	1776	28	0	45.5963	 	0	0
DL	521	3	6	17	2	4	4823	8	0	2.3211	 	0	0.00949323
DL	521	4	1	5	2	4	1416	8	0	2.3211	 	0	0.0027216
DL	521	4	6	1	2	1	1776	28	0	36.732	 	0	0
DL	521	4	7	1	2	2	1776	28	0	31.7925	 	0	0
DL	521	4	8	1	2	3	1776	28	0	45.5963	 	0	0
DL	521	5	6	17	2	4	4823	8	0	2.3211	 	0	0.00949323
DL	521	6	1	2	2	4	567	8	0	2.3211	 	0	0.00136173
DL	521	6	3	1	2	1	1776	28	0	36.732	 	0	0
DL	521	6	4	1	2	2	1776	28	0	31.7925	 	0	0
DL	521	6	5	1	2	3	1776	28	0	45.5963	 	0	0
DL	521	7	6	17	2	4	4823	8	0	2.3211	 	0	0.00949323
DL	521	8	1	17	2	4	4823	8	0	7.01053	 	0	0
DL	521	8	18	1	2	1	1776	28	0	39.8367	 	0	0
DL	521	8	19	1	2	2	1776	28	0	25.7996	 	0	0
DL	521	8	21	1	2	3	1776	28	0	45.3331	 	0	0
DL	521	9	6	17	2	4	4823	8	0	7.01053	 	0	0
DL	522	0	1	22	2	4	6242	8	0	7.01053	 	0	0
DL	522	1	12	2	2	4	567	8	0	7.01053	 	0	0
DL	522	6	1	1	2	1	1776	28	0	39.8367	 	0	0
DL	522	6	2	1	2	2	1776	28	0	25.7996	 	0	0
DL	522	6	3	1	2	3	1776	28	0	45.3331	 	0	0
DL	522	6	4	2	2	4	950	12	0	7.01053	 	0	0
DL	522	7	7	1	2	4	476	12	0	7.01053	 	0	0
UL	522	8	1	1	1	1	1351	23	0	14.562 	1	1
DL	522	8	2	2	2	4	950	12	0	2.33891	 	1	1
DL	522	8	4	1	2	1	1776	28	0	45.8895	 	0	0
DL	522	8	5	1	2	2	1776	28	0	31.957	 	0	0
DL	522	8	6	1	2	3	1776	28	0	35.3241	 	0	0
DL	522	9	7	1	2	4	476	12	0	2.33891	 	1	1
DL	523	0	1	9	2	4	4294	12	0	2.33891	 	1	1
DL	523	0	10	3	2	1	5341	28	0	45.8895	 	0	0
DL	523	0	13	3	2	2	5341	28	0	31.957	 	0	0
DL	523	0	16	3	2	3	5341	28	0	35.3241	 	0	0
DL	523	2	1	1	2	1	1776	28	0	45.8895	 	0	0
DL	523	2	2	1	2	2	1776	28	0	31.957	 	0	0
DL	523	2	4	1	2	3	1776	28	0	35.3241	 	0	0
DL	523	2	6	2	2	4	567	8	0	2.33891	 	0	4.80241e-08
UL	523	3	1	1	1	1	1351	23	1	14.562 	0	0
DL	523	3	8	2	2	4	950	12	1	2.33891	 	0	0
DL	523	3	10	2	2	4	567	8	0	2.33891	 	0	4.80241e-08
DL	523	4	1	1	2	4	476	12	1	2.33891	 	0	5.55112e-17
DL	523	4	2	2	2	4	567	8	0	2.33891	 	0	4.80241e-08
DL	523	4	4	1	2	1	1776	28	0	45.8895	 	0	0
DL	523	4	5	1	2	2	1776	28	0	31.957	 	0	0
DL	523	4	6	1	2	3	1776	28	0	35.3241	 	0	0
DL	523	5	7	2	2	4	567	8	0	2.33891	 	0	4.80241e-08
DL	523	5	10	9	2	4	4294	12	1	2.33891	 	0	5.64486e-06
DL	523	6	1	2	2	4	567	8	0	2.33891	 	0	4.80241e-08
DL	523	6	3	1	2	1	1776	28	0	45.8895	 	0	0
DL	523	6	5	1	2	2	1776	28	0	31.957	 	0	0
DL	523	6	6	1	2	3	1776	28	0	35.3241	 	0	0
DL	523	7	7	2	2	4	567	8	0	2.33891	 	0	4.80241e-08
DL	523	8	1	2	2	4	567	8	0	5.69006	 	0	0
DL	523	8	3	1	2	1	1776	28	0	39.7332	 	0	0
DL	523	8	4	1	2	2	1776	28	0	31.6198	 	0	0
DL	523	8	5	1	2	3	1776	28	0	45.3964	 	0	0
DL	523	9	7	2	2	4	567	8	0	5.69006	 	0	0
UL	524	0	1	1	1	1	1157	21	0	13.8466 	1	0.606785
DL	524	0	2	2	2	4	567	8	0	5.69006	 	0	0
DL	524	0	4	1	2	1	1776	28	0	39.7332	 	0	0
DL	524	0	5	1	2	2	1776	28	0	31.6198	 	0	0
DL	524	0	6	1	2	3	1776	28	0	45.3964	 	0	0
DL	524	1	7	2	2	4	567	8	0	5.69006	 	0	0
DL	524	2	1	2	2	4	768	10	0	5.69006	 	0	0
DL	524	2	3	1	2	1	1776	28	0	39.7332	 	0	0
DL	524	2	4	1	2	2	1776	28	0	31.6198	 	0	0
DL	524	2	5	1	2	3	1776	28	0	45.3964	 	0	0
DL	524	3	7	1	2	4	385	10	0	5.69006	 	0	0
DL	524	4	1	2	2	4	768	10	0	5.69006	 	0	0
DL	524	4	3	1	2	1	1776	28	0	39.7332	 	0	0
DL	524	4	4	1	2	2	1776	28	0	31.6198	 	0	0
DL	524	4	6	1	2	3	1776	28	0	45.3964	 	0	0
UL	524	5	1	1	1	1	1157	21	1	13.8466 	0	0
DL	524	5	8	1	2	4	385	10	0	5.69006	 	0	0
DL	524	6	1	2	2	4	950	12	0	5.69006	 	0	0.369822
DL	524	6	3	1	2	1	1776	28	0	39.7332	 	0	0
DL	524	6	4	1	2	2	1776	28	0	31.6198	 	0	0
DL	524	6	5	1	2	3	1776	28	0	45.3964	 	0	0
DL	524	7	7	1	2	4	385	10	0	5.69006	 	0	0
DL	524	8	2	2	2	4	950	12	0	2.16786	 	1	1
DL	524	8	4	1	2	1	1776	28	0	38.8989	 	0	0
DL	524	8	6	1	2	2	1776	28	0	30.1404	 	0	0
DL	524	8	7	1	2	3	1776	28	0	44.2189	 	0	0
DL	524	9	7	1	2	4	385	10	0	2.16786	 	1	1
DL	525	4	1	1	2	4	385	10	1	2.16786	 	0	7.21645e-15
UL	525	8	1	1	1	1	1060	20	0	16.3613 	0	0
DL	525	8	2	2	2	1	3558	28	0	46.0331	 	0	0
DL	525	8	4	3	2	2	5341	28	0	33.3151	 	0	0
DL	525	8	7	3	2	3	5341	28	0	36.1217	 	0	0
DL	526	0	1	22	2	4	6242	8	0	7.83439	 	0	0
DL	526	1	12	11	2	4	3118	8	0	7.83439	 	0	0
DL	526	2	1	14	2	4	3970	8	0	7.83439	 	0	0
DL	526	2	15	2	2	1	3558	28	0	46.0331	 	0	0
DL	526	2	17	3	2	2	5341	28	0	33.3151	 	0	0
DL	526	2	20	3	2	3	5341	28	0	36.1217	 	0	0
DL	526	3	6	1	2	1	1776	28	0	46.0331	 	0	0
DL	526	3	7	1	2	2	1776	28	0	33.3151	 	0	0
DL	526	3	8	1	2	3	1776	28	0	36.1217	 	0	0
DL	526	3	9	14	2	4	3970	8	0	7.83439	 	0	0
DL	526	4	1	2	2	1	3558	28	0	46.0331	 	0	0
DL	526	4	4	2	2	2	3558	28	0	33.3151	 	0	0
DL	526	4	7	2	2	3	3558	28	0	36.1217	 	0	0
DL	526	4	10	13	2	4	8051	14	0	7.83439	 	0	3.32188e-05
DL	526	5	6	2	2	2	3558	28	0	33.3151	 	0	0
DL	526	5	8	2	2	3	3558	28	0	36.1217	 	0	0
DL	526	5	10	13	2	4	8051	14	0	7.83439	 	0	3.32188e-05
DL	526	6	1	6	2	2	10685	28	0	33.3151	 	0	0
DL	526	6	7	6	2	3	10685	28	0	36.1217	 	0	0
DL	526	6	13	5	2	4	3092	14	0	7.83439	 	0	1.50996e-05
DL	526	6	18	5	2	1	8903	28	0	46.0331	 	0	0
DL	526	7	6	17	2	4	10530	14	0	7.83439	 	0	4.22783e-05
DL	526	8	1	19	2	4	11768	14	0	7.83439	 	0	4.8318e-05
DL	526	8	20	1	2	1	1776	28	0	46.4231	 	0	0
DL	526	8	21	1	2	2	1776	28	0	29.9335	 	0	0
DL	526	8	22	1	2	3	1776	28	0	32.1017	 	0	0
DL	526	9	6	17	2	4	10530	14	0	2.5891	 	1	1
UL	527	0	1	1	1	1	1351	23	0	13.3574 	1	1
DL	527	0	2	18	2	4	11149	14	0	2.5891	 	1	1
DL	527	0	20	1	2	1	1776	28	0	46.4231	 	0	0
DL	527	0	21	1	2	2	1776	28	0	29.9335	 	0	0
DL	527	0	22	1	2	3	1776	28	0	32.1017	 	0	0
DL	527	1	6	17	2	4	10530	14	0	2.5891	 	1	1
DL	527	2	1	22	2	4	13628	14	0	2.5891	 	1	1
DL	527	3	13	10	2	4	2836	8	0	2.5891	 	0	4.44089e-16
DL	527	4	1	17	2	4	10530	14	1	2.5891	 	0	0
DL	527	4	18	5	2	4	1416	8	0	2.5891	 	0	2.22045e-16
UL	527	5	6	1	1	1	1351	23	1	13.3574 	0	0
DL	527	5	14	9	2	4	2551	8	0	2.5891	 	0	4.44089e-16
DL	527	6	1	18	2	4	11149	14	1	2.5891	 	0	4.19954e-10
DL	527	6	19	1	2	4	282	8	0	2.5891	 	0	0.000185609
DL	527	7	13	4	2	4	1131	8	0	2.5891	 	0	2.22045e-16
DL	527	8	1	17	2	4	10530	14	1	2.5891	 	0	3.92153e-10
DL	527	8	18	2	2	4	567	8	0	2.5891	 	0	1.11022e-16
DL	527	8	20	1	2	1	1776	28	0	46.5316	 	0	0
DL	527	8	21	1	2	2	1776	28	0	34.1306	 	0	0
DL	527	8	22	1	2	3	1776	28	0	35.2257	 	0	0
DL	527	9	8	15	2	4	4255	8	0	2.35734	 	0	2.97762e-12
DL	528	0	1	22	2	4	13628	14	1	2.35734	 	0	1.31701e-08
DL	528	1	8	12	2	4	3403	8	0	2.35734	 	0	2.48135e-12
DL	528	1	20	1	2	1	1776	28	0	46.5316	 	0	0
DL	528	1	21	1	2	2	1776	28	0	34.1306	 	0	0
DL	528	1	22	1	2	3	1776	28	0	35.2257	 	0	0
UL	528	2	1	1	1	1	1060	20	0	15.0646 	0	0
DL	528	2	2	3	2	1	5341	28	0	46.5316	 	0	0
DL	528	2	5	3	2	2	5341	28	0	34.1306	 	0	0
DL	528	2	8	3	2	3	5341	28	0	35.2257	 	0	0
DL	528	2	11	12	2	4	3403	8	0	2.35734	 	0	2.48135e-12
DL	528	3	7	16	2	4	4540	8	0	2.35734	 	0	2.97762e-12
DL	528	4	1	19	2	4	5390	8	0	2.35734	 	0	3.97016e-12
DL	528	4	20	1	2	1	1776	28	0	46.5316	 	0	0
DL	528	4	21	1	2	2	1776	28	0	34.1306	 	0	0
DL	528	4	22	1	2	3	1776	28	0	35.2257	 	0	0
DL	528	5	7	16	2	4	4540	8	0	2.35734	 	0	2.97762e-12
DL	528	6	1	19	2	4	5390	8	0	2.35734	 	0	3.97016e-12
DL	528	6	20	1	2	1	1776	28	0	46.5316	 	0	0
DL	528	6	21	1	2	2	1776	28	0	34.1306	 	0	0
DL	528	6	22	1	2	3	1776	28	0	35.2257	 	0	0
DL	528	7	7	16	2	4	4540	8	0	2.35734	 	0	2.97762e-12
DL	528	8	1	16	2	4	4540	8	0	2.35734	 	0	2.97762e-12
DL	528	8	17	1	2	1	1776	28	0	46.5316	 	0	0
DL	528	8	19	1	2	2	1776	28	0	34.1306	 	0	0
DL	528	8	21	1	2	3	1776	28	0	45.4328	 	0	0
DL	528	9	7	16	2	4	4540	8	0	1.245	 	1	1
DL	529	0	1	19	2	4	5390	8	0	1.245	 	1	1
DL	529	0	20	1	2	1	1776	28	0	38.1722	 	0	0
DL	529	0	21	1	2	2	1776	28	0	28.1668	 	0	0
DL	529	0	22	1	2	3	1776	28	0	45.4328	 	0	0
DL	529	1	7	16	2	4	4540	8	0	1.245	 	1	1
DL	529	2	1	19	2	4	5390	8	0	1.245	 	1	1
DL	529	2	20	1	2	1	1776	28	0	38.1722	 	0	0
DL	529	2	21	1	2	2	1776	28	0	28.1668	 	0	0
DL	529	2	22	1	2	3	1776	28	0	45.4328	 	0	0
DL	529	3	7	16	2	4	3092	6	0	1.245	 	0	0
UL	529	4	1	1	1	1	1157	21	0	14.9112 	0	3.8523e-08
DL	529	4	2	18	2	4	3481	6	0	1.245	 	0	0
DL	529	4	20	1	2	1	1776	28	0	38.1722	 	0	0
DL	529	4	21	1	2	2	1776	28	0	28.1668	 	0	0
DL	529	4	22	1	2	3	1776	28	0	45.4328	 	0	0
DL	529	5	7	16	2	4	3092	6	0	1.245	 	0	0
DL	529	6	1	16	2	4	4540	8	1	1.245	 	0	0
DL	529	6	17	2	2	4	385	6	0	1.245	 	0	0
DL	529	6	19	1	2	1	1776	28	0	38.1722	 	0	0
DL	529	6	20	1	2	2	1776	28	0	28.1668	 	0	0
DL	529	6	21	1	2	3	1776	28	0	45.4328	 	0	0
DL	529	7	7	16	2	4	3092	6	0	1.245	 	0	0
DL	529	8	1	19	2	4	5390	8	1	1.245	 	0	0
DL	529	8	20	1	2	4	191	6	0	1.245	 	0	1.38406e-12
DL	529	8	21	1	2	1	1776	28	0	44.8988	 	0	0
DL	529	8	22	1	2	2	1776	28	0	32.4441	 	0	0
DL	529	9	7	1	2	3	1776	28	0	33.1864	 	0	0
DL	529	9	8	15	2	4	2901	6	0	2.77351	 	0	0
DL	530	0	1	16	2	4	4540	8	1	2.77351	 	0	0
DL	530	0	17	1	2	3	1776	28	0	33.1864	 	0	0
DL	530	0	19	1	2	4	191	6	0	2.77351	 	0	0
DL	530	0	20	1	2	1	1776	28	0	44.8988	 	0	0
DL	530	0	22	1	2	2	1776	28	0	32.4441	 	0	0
DL	530	1	8	15	2	4	2901	6	0	2.77351	 	0	0
DL	530	2	1	19	2	4	5390	8	1	2.77351	 	0	0
DL	530	2	21	2	2	4	385	6	0	2.77351	 	0	0
DL	530	3	14	9	2	4	2551	8	0	2.77351	 	0	5.15143e-14
DL	530	4	1	14	2	4	3970	8	0	2.77351	 	0	7.72715e-14
DL	530	5	14	9	2	4	2551	8	0	2.77351	 	0	5.15143e-14
DL	530	6	1	22	2	4	6242	8	0	2.77351	 	0	1.15907e-13
DL	530	7	14	9	2	4	2551	8	0	2.77351	 	0	5.15143e-14
DL	530	8	1	19	2	4	5390	8	0	2.77351	 	0	1.03029e-13
DL	530	8	20	1	2	1	1776	28	0	44.8988	 	0	0
DL	530	8	21	1	2	2	1776	28	0	50.6957	 	0	0
DL	530	8	22	1	2	3	1776	28	0	29.7194	 	0	1.64662e-11
DL	530	9	8	4	2	4	1131	8	0	1.91034	 	0	0.131492
UL	531	0	1	1	1	1	1157	21	0	13.6492 	1	0.977483
DL	531	0	2	18	2	4	5108	8	0	1.91034	 	1	0.389468
DL	531	0	20	1	2	1	1776	28	0	38.1472	 	0	0
DL	531	0	21	1	2	2	1776	28	0	50.6957	 	0	0
DL	531	0	22	1	2	3	1776	28	0	29.7194	 	0	1.64662e-11
DL	531	1	8	15	2	4	4255	8	0	1.91034	 	0	0.344879
DL	531	2	1	13	2	4	3688	8	0	1.91034	 	0	0.297034
DL	531	2	14	3	2	1	5341	28	0	38.1472	 	0	0
DL	531	2	17	3	2	2	5341	28	0	50.6957	 	0	0
DL	531	2	20	3	2	3	5341	28	0	29.7194	 	0	5.48872e-12
DL	531	3	7	4	2	4	768	6	0	1.91034	 	0	0
DL	531	4	1	16	2	4	3092	6	0	1.91034	 	0	0
DL	531	4	17	1	2	1	1776	28	0	38.1472	 	0	0
DL	531	4	19	1	2	2	1776	28	0	50.6957	 	0	0
DL	531	4	21	1	2	3	1776	28	0	29.7194	 	0	1.64662e-11
UL	531	5	1	1	1	1	1157	21	1	13.6492 	0	0
DL	531	5	8	1	2	4	191	6	0	1.91034	 	0	0
DL	531	6	1	18	2	4	5108	8	1	1.91034	 	0	0
DL	531	6	19	1	2	4	191	6	0	1.91034	 	0	0
DL	531	6	20	1	2	1	1776	28	0	38.1472	 	0	0
DL	531	6	21	1	2	2	1776	28	0	50.6957	 	0	0
DL	531	6	22	1	2	3	1776	28	0	29.7194	 	0	1.64662e-11
DL	531	7	7	8	2	4	2268	8	0	1.91034	 	0	0.190605
DL	531	8	2	7	2	4	1351	6	0	1.91034	 	0	0
DL	531	8	9	1	2	1	1776	28	0	38.1472	 	0	0
DL	531	8	10	1	2	2	1776	28	0	50.6957	 	0	0
DL	531	8	11	1	2	3	1776	28	0	29.7194	 	0	1.64662e-11
DL	531	9	7	16	2	4	3092	6	0	4.77983	 	0	0
DL	532	0	1	1	2	4	191	6	0	4.77983	 	0	0
DL	532	0	2	1	2	1	1776	28	0	38.2417	 	0	0
DL	532	0	3	1	2	2	1776	28	0	28.4396	 	0	0
DL	532	0	4	1	2	3	1776	28	0	45.3351	 	0	0
DL	532	1	7	16	2	4	3092	6	0	4.77983	 	0	0
UL	532	2	1	1	1	1	1060	20	0	7.07067 	1	1
DL	532	2	2	21	2	4	4061	6	0	4.77983	 	0	0
DL	532	4	1	22	2	4	6242	8	0	4.77983	 	0	0
DL	532	6	1	19	2	4	5390	8	0	4.77983	 	0	0
UL	532	7	7	1	1	1	1060	20	1	5.69895 	0	2.91767e-13
DL	532	8	2	21	2	4	5960	8	0	4.77983	 	0	0
DL	533	0	2	6	2	4	1698	8	0	5.53438	 	0	0
DL	533	0	8	5	2	1	8903	28	0	35.0155	 	0	0
DL	533	0	13	5	2	2	8903	28	0	30.5458	 	0	0
DL	533	0	18	5	2	3	8903	28	0	45.2629	 	0	0
DL	533	2	1	1	2	1	1776	28	0	35.0155	 	0	0
DL	533	2	2	1	2	2	1776	28	0	30.5458	 	0	0
DL	533	2	3	1	2	3	1776	28	0	45.2629	 	0	0
DL	533	2	4	19	2	4	5390	8	0	5.53438	 	0	0
UL	533	6	18	1	1	1	619	14	0	5.69895 	1	1
DL	533	6	19	1	2	1	1776	28	0	35.0155	 	0	0
DL	533	6	20	1	2	2	1776	28	0	30.5458	 	0	0
DL	533	6	21	1	2	3	1776	28	0	45.2629	 	0	0
DL	533	6	22	1	2	4	385	10	0	5.53438	 	0	2.63539e-12
DL	533	8	18	2	2	1	3558	28	0	35.0155	 	0	0
DL	533	8	20	1	2	2	1776	28	0	30.5458	 	0	0
DL	533	8	21	1	2	3	1776	28	0	45.2629	 	0	0
DL	533	8	22	1	2	4	385	10	0	5.53438	 	0	2.63539e-12
DL	534	0	2	3	2	2	5341	28	0	50.9389	 	0	0
DL	534	0	5	3	2	3	5341	28	0	33.1946	 	0	0
DL	534	0	8	13	2	4	5030	10	0	2.22917	 	1	1
DL	534	0	21	2	2	1	3558	28	0	35.9118	 	0	1.03806e-13
UL	534	1	1	1	1	1	619	14	1	14.5796 	0	0
DL	534	2	2	3	2	1	5341	28	0	35.9118	 	0	2.07612e-14
DL	534	2	6	2	2	2	3558	28	0	50.9389	 	0	0
DL	534	2	9	2	2	3	3558	28	0	33.1946	 	0	0
DL	534	2	12	7	2	4	2706	10	0	2.22917	 	1	1
DL	534	3	7	1	2	2	1776	28	0	50.9389	 	0	0
DL	534	3	8	1	2	3	1776	28	0	33.1946	 	0	0
DL	534	3	9	14	2	4	5416	10	0	2.22917	 	1	1
DL	534	4	1	1	2	2	1776	28	0	50.9389	 	0	0
DL	534	4	2	1	2	3	1776	28	0	33.1946	 	0	0
DL	534	4	3	14	2	4	3970	8	0	2.22917	 	0	0.000743821
DL	534	4	17	1	2	1	1776	28	0	35.9118	 	0	6.22835e-14
DL	534	5	7	4	2	4	1131	8	0	2.22917	 	0	0.000248002
DL	534	6	1	13	2	4	5030	10	1	2.22917	 	0	0.00145077
DL	534	6	16	1	2	1	1776	28	0	35.9118	 	0	6.22835e-14
DL	534	6	17	1	2	2	1776	28	0	50.9389	 	0	0
DL	534	6	18	1	2	3	1776	28	0	33.1946	 	0	0
DL	534	7	7	1	2	4	282	8	0	2.22917	 	0	0.0862216
DL	534	7	8	7	2	4	2706	10	1	2.22917	 	0	0.000829419
DL	534	7	15	3	2	4	846	8	0	2.22917	 	0	0.00484907
UL	534	8	1	1	1	1	476	12	0	15.4226 	0	0
DL	534	8	2	2	2	4	567	8	0	2.22917	 	0	0.000124009
DL	534	8	4	1	2	1	1776	28	0	35.9118	 	0	6.22835e-14
DL	534	8	5	1	2	2	1776	28	0	50.9389	 	0	0
DL	534	8	6	1	2	3	1776	28	0	33.1946	 	0	0
UL	534	9	7	1	1	1	476	12	0	15.4226 	0	0
DL	534	9	8	2	2	4	567	8	0	2.22917	 	0	0.000124009
DL	535	0	1	14	2	4	5416	10	1	2.22917	 	0	0.00165759
DL	535	0	15	2	2	4	567	8	0	5.74069	 	0	0
DL	535	0	17	1	2	1	1776	28	0	39.6809	 	0	0
DL	535	0	18	1	2	2	1776	28	0	33.7259	 	0	0
DL	535	0	19	1	2	3	1776	28	0	44.8909	 	0	0
DL	535	1	7	2	2	4	567	8	0	5.74069	 	0	0
DL	535	2	1	2	2	4	567	8	0	5.74069	 	0	0
DL	535	2	3	1	2	1	1776	28	0	39.6809	 	0	0
DL	535	2	4	1	2	2	1776	28	0	33.7259	 	0	0
DL	535	2	5	1	2	3	1776	28	0	44.8909	 	0	0
DL	535	3	7	2	2	4	567	8	0	5.74069	 	0	0
DL	535	4	1	2	2	4	950	12	0	5.74069	 	0	0.0156781
DL	535	4	3	1	2	1	1776	28	0	39.6809	 	0	0
DL	535	4	5	1	2	2	1776	28	0	33.7259	 	0	0
DL	535	4	7	1	2	3	1776	28	0	44.8909	 	0	0
DL	535	5	7	1	2	4	476	12	0	5.74069	 	0	0.00787004
DL	535	6	1	2	2	4	950	12	0	5.74069	 	0	0.0156781
DL	535	6	3	1	2	1	1776	28	0	39.6809	 	0	0
DL	535	6	4	1	2	2	1776	28	0	33.7259	 	0	0
DL	535	6	5	1	2	3	1776	28	0	44.8909	 	0	0
DL	535	7	7	1	2	4	476	12	0	5.74069	 	0	0.00787004
DL	535	8	1	2	2	4	950	12	0	5.74069	 	0	0.0156781
DL	535	8	3	1	2	1	1776	28	0	39.6809	 	0	0
DL	535	8	4	1	2	2	1776	28	0	33.7259	 	0	0
DL	535	8	5	1	2	3	1776	28	0	44.8909	 	0	0
DL	535	9	7	1	2	4	476	12	0	5.74069	 	0	0.00787004
UL	536	0	1	1	1	1	1254	22	0	8.36682 	1	1
DL	536	0	2	2	2	4	950	12	0	5.74069	 	0	0.0156781
DL	536	0	4	1	2	1	1776	28	0	39.6809	 	0	0
DL	536	0	5	1	2	2	1776	28	0	33.7259	 	0	0
DL	536	0	6	1	2	3	1776	28	0	44.8909	 	0	0
DL	536	1	7	1	2	4	476	12	0	7.53597	 	0	0
UL	536	5	7	1	1	1	1254	22	1	8.36682 	0	0
DL	537	0	1	4	2	1	7120	28	0	36.8243	 	0	0
DL	537	0	5	4	2	2	7120	28	0	32.9975	 	0	0
DL	537	0	9	4	2	3	7120	28	0	44.9991	 	0	0
UL	537	2	1	1	1	1	768	16	0	19.1452 	0	0
DL	537	2	2	21	2	4	13006	14	0	1.24879	 	1	1
DL	537	3	6	14	2	4	8670	14	0	1.24879	 	1	1
DL	537	4	1	19	2	4	11768	14	0	1.24879	 	1	1
DL	537	4	20	1	2	1	1776	28	0	45.6952	 	0	0
DL	537	4	21	1	2	2	1776	28	0	31.0787	 	0	0
DL	537	4	22	1	2	3	1776	28	0	34.605	 	0	0
DL	537	5	6	3	2	4	1854	14	0	1.24879	 	1	1
DL	537	6	1	6	2	4	1157	6	0	1.24879	 	0	0
DL	537	6	7	5	2	1	8903	28	0	45.6952	 	0	0
DL	537	6	12	5	2	2	8903	28	0	31.0787	 	0	0
DL	537	6	17	5	2	3	8903	28	0	34.605	 	0	0
DL	537	7	6	17	2	4	3286	6	0	1.24879	 	0	0
DL	537	8	1	21	2	4	13006	14	1	1.24879	 	1	1
DL	537	8	22	1	2	4	191	6	0	1.24879	 	0	4.5078e-09
DL	537	9	6	1	2	1	1776	28	0	45.6952	 	0	0
DL	537	9	7	1	2	2	1776	28	0	31.0787	 	0	0
DL	537	9	8	1	2	3	1776	28	0	34.605	 	0	0
DL	537	9	9	14	2	4	2706	6	0	1.24879	 	0	0
DL	538	0	1	14	2	4	8670	14	1	1.24879	 	1	1
DL	538	0	15	3	2	4	1854	14	1	1.24879	 	1	1
DL	538	0	18	1	2	1	1776	28	0	45.6952	 	0	0
DL	538	0	20	1	2	2	1776	28	0	31.0787	 	0	0
DL	538	0	22	1	2	3	1776	28	0	34.605	 	0	0
DL	538	1	6	16	2	4	3092	6	0	1.24879	 	0	0
DL	538	2	1	19	2	4	11768	14	1	0.503531	 	1	1
DL	538	2	21	2	2	4	385	6	0	0.503531	 	0	1.66533e-16
DL	538	4	21	2	2	4	385	6	0	0.503531	 	0	1.66533e-16
DL	538	6	20	3	2	4	580	6	0	0.503531	 	0	0
DL	538	8	20	3	2	4	580	6	0	0.503531	 	0	0
UL	539	0	20	1	1	1	1543	25	0	14.3083 	1	1
DL	539	0	21	1	2	4	191	6	0	0.503531	 	0	5.95222e-07
DL	539	0	22	1	2	1	1776	28	0	36.5857	 	0	0
UL	539	1	22	1	1	1	1543	25	0	14.3083 	1	1
DL	539	2	5	5	2	2	8903	28	0	50.7262	 	0	0
DL	539	2	10	2	2	3	3558	28	0	31.767	 	0	8.88178e-15
DL	539	2	12	5	2	4	963	6	0	7.23996	 	0	0
DL	539	2	17	5	2	1	8903	28	0	38.2891	 	0	0
DL	539	3	12	1	2	2	1776	28	0	50.7262	 	0	0
DL	539	3	13	10	2	4	1932	6	0	7.23996	 	0	0
DL	539	4	1	2	2	2	3558	28	0	50.7262	 	0	0
DL	539	4	3	1	2	3	1776	28	0	31.767	 	0	5.32907e-15
DL	539	4	4	17	2	4	3286	6	0	7.23996	 	0	0
DL	539	4	21	2	2	1	3558	28	0	38.2891	 	0	0
UL	539	5	1	1	1	1	1543	25	1	14.3083 	0	0
DL	539	5	8	1	2	1	1776	28	0	38.2891	 	0	0
DL	539	5	9	1	2	2	1776	28	0	50.7262	 	0	0
DL	539	5	10	1	2	3	1776	28	0	31.767	 	0	5.32907e-15
DL	539	5	11	1	2	4	191	6	0	7.23996	 	0	0
UL	539	6	1	1	1	1	1543	25	1	14.3083 	0	0
DL	539	6	2	2	2	1	3558	28	0	38.2891	 	0	0
DL	539	6	5	2	2	2	3558	28	0	50.7262	 	0	0
DL	539	6	7	1	2	3	1776	28	0	31.767	 	0	5.32907e-15
